PDB,RES,CLASS,COMPLEX,RVALUE,RFREE,OCCUPANCY,BFACTOR,HYDROGENS,STRUCFAC,CHAINS,RESIDUES,NUCLEOTIDES,DATE,COMMENTS
3EWY,1.1,LYASE,N,0.134,0.152,Y,51,N,Y,A,256,0,16-OCT-08,NA
3EY2,1,DNA,N,NULL,0.153,N,0,N,Y,AB,0,18,17-OCT-08,NA
3EY3,1.3,DNA,N,NULL,0.207,N,0,N,Y,ABCD,0,40,17-OCT-08,NA
3EY6,1.1,ISOMERASE,N,0.136,0.161,Y,23.29,N,Y,A,118,0,19-OCT-08,NA
3F1P,1.2,TRANSCRIPTION,N,0.141,0.167,Y,69.65,Y,Y,A,225,0,28-OCT-08,NA
3F2Z,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.155,0.175,N,21.29,N,Y,A,148,0,30-OCT-08,NA
3F40,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.183,0.199,Y,38.92,N,Y,A,105,0,31-OCT-08,NA
3F7L,0.99,OXIDOREDUCTASE,N,0.130,0.138,Y,71.39,N,Y,A,151,0,09-NOV-08,NA
3F7X,1.2,UNKNOWNFUNCTION,N,0.122,0.150,Y,34.72,N,Y,A,127,0,10-NOV-08,NA
3FCI,1.3,HYDROLASE,Y,0.176,0.207,Y,37.63,N,Y,A,223,0,21-NOV-08,NA
3FED,1.3,HYDROLASE,N,0.131,0.147,Y,51.39,N,Y,A,690,0,28-NOV-08,NA
3FK8,1.3,ISOMERASE,N,0.155,0.179,Y,43.41,N,Y,A,130,0,16-DEC-08,NA
3FL6,1.2,DNA,N,0.159,NULL,N,0,N,Y,AC,0,26,18-DEC-08,NA
3FMU,1,OXIDOREDUCTASE,N,0.112,0.123,Y,40.86,Y,Y,A,319,0,22-DEC-08,NA
3FRH,1.2,TRANSFERASE,N,0.139,0.159,Y,31.24,N,Y,A,241,0,08-JAN-09,NA
3FSA,0.98,METALBINDINGPROTEIN,N,0.121,0.135,Y,26.09,N,Y,A,122,0,09-JAN-09,NA
3FT6,1.1,DNA,Y,0.188,0.219,N,0,N,Y,AB,0,12,12-JAN-09,NA
3FWK,1.2,TRANSFERASE,N,0.162,0.178,Y,52.85,N,Y,A,291,0,18-JAN-09,NA
3FYM,1,DNABINDINGPROTEIN,N,NULL,0.140,Y,55.31,N,Y,A,82,0,22-JAN-09,NA
3G0K,1.3,CA-BINDINGPROTEIN,N,0.121,0.143,Y,61.33,N,Y,A,124,0,28-JAN-09,NA
3G21,0.9,VIRALPROTEIN,N,0.124,0.142,Y,72.85,N,Y,A,77,0,30-JAN-09,NA
3G5S,1.1,TRANSFERASE,Y,0.163,0.178,Y,35.03,N,Y,NA,410,0,05-FEB-09,NA
3G5T,1.1,TRANSFERASE,N,0.121,0.137,Y,46.93,Y,Y,A,293,0,05-FEB-09,NA
3G91,1.2,HYDROLASE,N,NULL,0.172,Y,72.59,N,Y,A,260,0,12-FEB-09,NA
3G9X,0.95,HYDROLASE,N,0.115,0.137,Y,53.21,N,Y,A,294,0,15-FEB-09,NA
3GA4,1.3,TRANSFERASE,N,0.155,0.187,Y,73.47,N,Y,NA,156,0,16-FEB-09,NA
3GGI,0.98,DNA,N,0.120,0.144,N,0,N,Y,A,0,10,28-FEB-09,NA
3GGK,0.87,DNA,N,0.120,0.134,N,0,N,Y,A,0,10,28-FEB-09,NA
3GLP,1.2,RNA,N,0.148,0.184,N,0,N,Y,ABCDE,0,40,12-MAR-09,NA
3GO3,1.1,DNA/ANTIBIOTIC,Y,0.163,0.196,N,16.4,N,Y,AB,4,16,18-MAR-09,NA
3GOE,0.97,RECOMBINATIONREPLICATION,N,NULL,0.169,Y,98.92,Y,Y,A,80,0,19-MAR-09,NA
3GVN,1.2,RNA,N,NULL,0.201,N,0,N,Y,A,0,14,31-MAR-09,NA
3GYL,1.3,HYDROLASE,Y,0.154,0.178,Y,58.63,N,Y,B,212,0,03-APR-09,NA
3H31,1,ELECTRONTRANSPORT,N,0.104,0.144,Y,45.31,N,Y,A,74,0,15-APR-09,NA
3H4T,1.1,TRANSFERASE,N,0.170,0.182,Y,32,N,Y,A,390,0,20-APR-09,NA
3H4X,1.2,HYDROLASE,N,0.174,0.190,Y,31.37,N,Y,A,315,0,21-APR-09,NA
3H74,1.3,TRANSFERASE,N,0.194,0.202,Y,27.98,N,Y,A,274,0,24-APR-09,NA
3H7U,1.3,OXIDOREDUCTASE,N,0.132,0.156,Y,39.23,N,Y,A,312,0,28-APR-09,NA
3HGA,1.3,RNA,N,0.194,0.243,N,0,N,Y,X,0,5,13-MAY-09,NA
3HHT,1.2,LYASE,N,0.128,0.144,Y,55.91,N,Y,A,427,0,17-MAY-09,NA
3HNY,1.1,BLOODCLOTTING,N,0.184,0.201,Y,25.61,N,Y,M,156,0,01-JUN-09,NA
3HT1,1.2,LYASE,N,0.130,0.170,Y,110.11,N,Y,A,142,0,11-JUN-09,NA
3HWU,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.121,0.140,Y,38.33,N,Y,A,139,0,18-JUN-09,NA
3HYD,1,PROTEINFIBRIL,N,0.149,0.180,Y,18.81,Y,Y,A,7,0,22-JUN-09,NA
3HYN,1.2,SIGNALINGPROTEIN,N,0.118,0.139,Y,31.01,N,Y,A,180,0,22-JUN-09,NA
3HZA,1.2,HYDROLASE,N,NULL,0.159,Y,75.89,N,Y,A,162,0,23-JUN-09,NA
3I06,1.1,HYDROLASE,N,0.120,0.142,Y,30.43,N,Y,A,215,0,24-JUN-09,NA
3I2V,1.3,TRANSFERASE,N,0.161,0.204,Y,40.14,N,Y,A,123,0,29-JUN-09,NA
3I33,1.3,CHAPERONE,N,0.184,0.199,Y,30.64,N,Y,A,380,0,30-JUN-09,NA
3I5E,0.98,DNA,N,0.110,0.144,N,0,N,Y,A,0,10,05-JUL-09,NA
3I5L,1.2,DNA,N,0.103,0.138,N,0,N,Y,AB,0,18,05-JUL-09,NA
3I94,1,OXIDOREDUCTASE,Y,NULL,0.148,Y,75.43,Y,Y,A,243,0,10-JUL-09,NA
3IFI,1.2,DNA,N,0.203,0.221,N,0,N,Y,A,0,7,24-JUL-09,NA
3IJK,1.3,DNA,N,NULL,0.219,N,0,N,Y,A,0,6,04-AUG-09,NA
3IKW,1.3,LYASE,N,0.188,0.210,Y,40.13,N,Y,A,373,0,06-AUG-09,NA
3IP0,0.89,TRANSFERASE,Y,0.128,0.128,Y,91.76,Y,Y,NA,158,0,15-AUG-09,NA
3IPC,1.3,TRANSPORTPROTEIN,Y,0.159,0.186,Y,48.31,N,Y,A,348,0,17-AUG-09,NA
3IQU,1.1,PROTEINBINDINGSIGNALINGPROTEIN,Y,0.130,0.151,Y,63.27,N,Y,A,240,0,21-AUG-09,NA
3IR4,1.2,OXIDOREDUCTASE,N,0.118,0.144,Y,30.14,N,Y,A,211,0,21-AUG-09,NA
3IVV,1.3,LIGASE,Y,0.180,0.199,Y,29.85,N,Y,A,150,0,01-SEP-09,NA
3JQ0,1.1,SUGARBINDINGPROTEIN,N,0.118,0.137,Y,40.12,N,Y,A,463,0,04-SEP-09,NA
3JQL,1.2,HYDROLASE,Y,0.187,0.193,N,58.41,N,Y,A,125,0,07-SEP-09,NA
3JTM,1.3,OXIDOREDUCTASE,N,0.154,0.178,Y,45.76,N,Y,A,351,0,13-SEP-09,NA
3JTZ,1.3,DNABINDINGPROTEIN,N,0.214,0.239,Y,33.49,N,Y,A,77,0,14-SEP-09,NA
3JU4,0.98,HYDROLASE,N,NULL,0.133,Y,86.84,N,Y,A,670,0,14-SEP-09,NA
3JUD,0.98,TRANSFERASE,N,0.155,0.180,Y,50.29,N,Y,A,145,0,15-SEP-09,NA
3JXR,1.3,RNA,N,0.220,0.276,N,0,N,Y,ABK,0,15,21-SEP-09,NA
3JYO,1,OXIDOREDUCTASE,Y,0.165,0.194,Y,47.01,N,Y,A,282,0,22-SEP-09,NA
3K21,1.1,TRANSFERASE,N,0.152,0.186,Y,41.67,N,Y,A,178,0,29-SEP-09,NA
3K6I,1.1,CELLADHESION,N,0.143,0.158,N,25.9,N,Y,A,99,0,08-OCT-09,NA
3K6Y,1.3,HYDROLASE,N,0.166,0.199,N,46.35,N,Y,A,227,0,10-OCT-09,NA
3KBE,1.1,OXIDOREDUCTASE,N,0.155,0.172,Y,42.44,N,Y,A,140,0,20-OCT-09,NA
3KEV,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.156,0.178,Y,51.75,N,Y,A,182,0,26-OCT-09,NA
3KFF,0.96,TRANSPORTPROTEIN,Y,NULL,0.164,Y,48.41,N,Y,A,152,0,27-OCT-09,NA
3KKF,1.3,OXIDOREDUCTASE,N,0.136,0.167,Y,31.91,N,Y,A,100,0,05-NOV-09,NA
3KKQ,1.2,SIGNALINGPROTEIN,Y,0.177,0.192,N,23.74,N,Y,A,170,0,06-NOV-09,NA
3KZD,1.3,SIGNALINGPROTEIN,N,0.199,0.224,Y,34.9,N,Y,A,85,0,08-DEC-09,NA
3L1E,1.1,CHAPERONE,N,0.166,0.193,Y,33.07,N,Y,A,105,0,11-DEC-09,NA
3L1N,1.3,LIPIDBINDINGPROTEIN,Y,0.182,0.198,Y,24.93,N,Y,A,152,0,14-DEC-09,NA
3L5L,1,OXIDOREDUCTASE,N,0.130,0.148,Y,45.35,Y,Y,A,359,0,22-DEC-09,NA
3L8L,1.3,ANTIBIOTIC,Y,0.164,NULL,Y,35.41,N,Y,AC,32,0,31-DEC-09,NA
3L8W,1,OXIDOREDUCTASE,Y,0.145,0.144,Y,112.64,Y,Y,A,295,0,04-JAN-10,NA
3L9A,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.135,0.155,Y,34.13,N,Y,X,80,0,04-JAN-10,NA
3LEZ,1.3,HYDROLASE,N,0.155,0.174,Y,66.66,N,Y,A,260,0,15-JAN-10,NA
3LHS,1.3,TRANSPORTPROTEIN,Y,0.155,0.186,Y,44.94,N,Y,A,291,0,23-JAN-10,NA
3LNY,1.3,SIGNALINGPROTEIN/SIGNALINGPROTEIN,Y,0.164,0.189,Y,374.25,Y,Y,A,100,0,03-FEB-10,NA
3LO8,1.1,OXIDOREDUCTASE,N,0.125,0.155,Y,150.56,Y,Y,A,302,0,03-FEB-10,NA
3LQB,1.1,HYDROLASE,N,0.169,0.187,Y,30.77,N,Y,A,198,0,08-FEB-10,NA
3LQW,1.3,HYDROLASE,N,0.133,0.155,Y,41.66,N,Y,A,129,0,10-FEB-10,NA
3LTR,1.3,DNA,N,0.203,0.222,N,0,N,Y,A,0,6,16-FEB-10,NA
3LWX,1.1,OXIDOREDUCTASE,N,0.117,0.138,Y,31.35,N,Y,NA,196,0,24-FEB-10,NA
3LYE,1.3,HYDROLASE,N,NULL,0.166,N,56.34,N,Y,A,285,0,26-FEB-10,NA
3M1X,1.2,UNKNOWNFUNCTION,N,0.107,0.131,Y,37.39,N,Y,A,125,0,05-MAR-10,NA
3M3P,1.3,TRANSFERASE,N,0.125,0.155,Y,41.39,N,Y,A,239,0,09-MAR-10,NA
3M5Q,0.93,OXIDOREDUCTASE,N,0.124,0.134,Y,126.62,N,Y,A,357,0,12-MAR-10,NA
3M6W,1.3,TRANSFERASE,N,0.178,0.191,Y,84.79,N,Y,A,459,0,16-MAR-10,NA
3M73,1.1,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.142,0.155,Y,53.04,N,Y,A,313,0,16-MAR-10,NA
3MBS,1.3,PEPTIDENUCLEICACID,N,NULL,0.220,N,37.41,N,Y,ABCD,2,0,26-MAR-10,NA
3MBU,1.1,PEPTIDENUCLEICACID,N,NULL,0.169,N,41.57,N,Y,ABCD,4,0,26-MAR-10,NA
3MD4,1.1,MEMBRANEPROTEIN,N,0.150,0.169,Y,12.8,N,Y,AB,12,0,29-MAR-10,NA
3MD7,1.3,HYDROLASE,N,0.108,0.134,Y,40.15,N,Y,A,270,0,30-MAR-10,NA
3MEA,1.3,TRANSCRIPTION,Y,0.179,0.200,Y,36.03,N,Y,A,165,0,31-MAR-10,NA
3MF6,1.3,HYDROLASE,N,0.129,0.145,Y,62.01,N,Y,A,193,0,01-APR-10,NA
3MQD,1.3,TRANSFERASE,N,0.113,0.133,Y,34.64,N,Y,A,407,0,28-APR-10,NA
3MQZ,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.150,0.174,Y,52.61,N,Y,A,201,0,28-APR-10,NA
3MU7,1.3,HYDROLASEINHIBITOR,N,0.153,0.171,Y,31.8,N,Y,A,273,0,02-MAY-10,NA
3MVS,1.1,CELLADHESION,N,0.164,0.188,Y,31.54,N,Y,A,210,0,04-MAY-10,NA
3N0R,1.3,SIGNALINGPROTEIN,N,0.154,0.173,Y,55.99,N,Y,A,255,0,14-MAY-10,NA
3N12,1.2,HYDROLASE,Y,0.199,0.213,Y,24.22,N,Y,A,332,0,15-MAY-10,NA
3N6Z,1.3,HYDROLASE,N,0.137,0.157,Y,48.15,N,Y,A,334,0,26-MAY-10,NA
3NBM,1.3,TRANSFERASE,N,0.134,0.167,Y,28.89,N,Y,A,101,0,03-JUN-10,NA
3NCL,1.2,HYDROLASE,N,0.134,0.156,Y,70.88,Y,Y,A,241,0,04-JUN-10,NA
3NDS,1.2,TOXIN,N,0.172,0.199,Y,27.18,N,Y,A,62,0,08-JUN-10,NA
3NE0,1,HYDROLASE,N,0.111,0.137,Y,105.58,N,Y,A,208,0,08-JUN-10,NA
3NE8,1.2,HYDROLASE,N,0.161,0.174,Y,59.39,N,Y,A,224,0,08-JUN-10,NA
3NED,0.95,FLUORESCENTPROTEIN,N,0.135,0.157,Y,38.09,N,Y,A,228,0,08-JUN-10,NA
3NGP,1.1,STRUCTURALPROTEIN,N,0.169,0.185,Y,50.34,N,Y,A,57,0,12-JUN-10,NA
3NIR,0.48,PLANTPROTEIN,N,0.127,NULL,Y,25.62,Y,Y,A,46,0,16-JUN-10,NA
3NJ6,0.95,RNA,N,0.106,NULL,N,0,N,Y,A,0,10,17-JUN-10,NA
3NJW,0.86,ANTIMICROBIALPROTEIN,N,0.105,NULL,N,11.03,N,Y,A,19,0,18-JUN-10,NA
3NVS,1,TRANSFERASE,N,0.115,0.138,Y,35.18,N,Y,A,426,0,08-JUL-10,NA
3NYC,1.1,OXIDOREDUCTASE,N,NULL,0.160,Y,95.75,N,Y,A,381,0,14-JUL-10,NA
3NYP,1.2,DNA,N,0.166,0.188,N,0,N,Y,AB,0,24,15-JUL-10,NA
3NZ7,1.1,DNA,N,0.139,0.159,N,0,N,Y,AB,0,24,16-JUL-10,NA
3NZL,1.2,TRANSCRIPTION,N,0.151,0.177,N,51.3,Y,Y,A,70,0,16-JUL-10,NA
3O0P,1.3,TRANSFERASEHYDROLASE,N,0.156,0.182,Y,41.64,N,Y,A,194,0,19-JUL-10,NA
3O46,1.3,PROTEINBINDING,N,0.184,0.191,Y,38.59,N,Y,A,83,0,26-JUL-10,NA
3O5Q,0.96,ISOMERASE,N,0.131,0.152,Y,28.43,N,Y,A,128,0,28-JUL-10,NA
3OG2,1.2,HYDROLASE,N,0.139,0.171,Y,118.48,N,Y,A,986,0,16-AUG-10,NA
3OIG,1.3,OXIDOREDUCTASE/OXIDOREDUCTASEINHIBITOR19-AUG-10,N,0.167,0.185,N,52.42,N,Y,A,260,0,3OIG,NA
3OK4,1.1,RNA,N,0.223,0.253,N,0,N,Y,ACEGIKMOQSUWY13,0,150,24-AUG-10,NA
3OMJ,0.95,DNA,N,0.113,0.124,N,0,N,Y,AB,0,18,27-AUG-10,NA
3OPI,1.1,DNA,N,NULL,0.195,N,0,N,Y,AB,0,22,01-SEP-10,NA
3ORU,1.1,METALBINDINGPROTEIN,N,0.127,0.147,Y,39.12,N,Y,A,224,0,07-SEP-10,NA
3OV5,1,PROTEINTRANSPORT,N,0.131,0.152,Y,22.78,N,Y,A,84,0,15-SEP-10,NA
3OYV,1.3,HYDROLASE,N,0.133,0.163,Y,50.06,N,Y,A,351,0,23-SEP-10,NA
3P4A,1.2,RNA,N,NULL,0.234,N,0,N,Y,ABCDEF,0,0,06-OCT-10,NA
3P4C,1.1,RNA,N,NULL,0.249,N,0,N,Y,AB,0,8,06-OCT-10,NA
3P4H,1.1,HYDROLASE,N,0.135,0.165,Y,82.87,Y,Y,A,118,0,06-OCT-10,NA
3P4J,0.55,DNA,N,0.078,0.085,N,0,N,Y,AB,0,12,06-OCT-10,NA
3P6D,1.1,LIPIDBINDINGPROTEIN,Y,0.141,0.161,Y,38.39,N,Y,A,139,0,11-OCT-10,NA
3PB6,1.1,TRANSFERASE,N,0.139,0.158,Y,49.69,N,Y,X,313,0,20-OCT-10,NA
3PFZ,1.1,HYDROLASE,Y,0.126,0.143,Y,60.54,Y,Y,A,435,0,29-OCT-10,NA
3PKB,1.3,HYDROLASE/HYDROLASEINHIBITOR,N,0.169,0.181,N,43.31,N,Y,A,284,0,11-NOV-10,NA
3PMO,1.3,TRANSFERASE,N,0.165,0.185,Y,38.55,N,Y,A,357,0,17-NOV-10,NA
3PPT,1.3,LIPIDBINDINGPROTEIN,N,0.136,0.171,Y,34.75,N,Y,A,133,0,25-NOV-10,NA
3PUC,0.96,TRANSFERASE,N,0.116,0.135,Y,104.4,Y,Y,A,98,0,04-DEC-10,NA
3PVK,1.3,HYDROLASE,Y,0.169,0.184,Y,54.93,N,Y,A,330,0,07-DEC-10,NA
3PX8,1.3,HYDROLASE/INHIBITOR,Y,0.208,0.233,N,54.9,N,Y,X,258,0,09-DEC-10,NA
3PXL,1.2,OXIDOREDUCTASE,N,0.154,0.179,Y,42.91,Y,Y,A,499,0,10-DEC-10,NA
3PZZ,1.3,PROTEINFIBRIL,N,0.148,0.196,N,17.97,N,Y,AB,12,0,14-DEC-10,NA
3Q46,0.99,HYDROLASE,N,0.111,0.123,Y,151.23,N,Y,A,178,0,23-DEC-10,NA
3Q8J,0.87,TOXIN,N,0.093,NULL,N,21.16,Y,Y,A,36,0,06-JAN-11,NA
3QJA,1.3,LYASE,N,0.164,0.181,Y,34.25,N,Y,A,254,0,28-JAN-11,NA
3QL9,0.93,TRANSCRIPTION/STRUCTURALPROTEIN,Y,0.123,0.131,Y,52.45,N,Y,A,134,0,02-FEB-11,NA
3QOO,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.157,0.181,Y,46,N,Y,A,130,0,10-FEB-11,NA
3QPA,0.85,HYDROLASE,N,0.110,0.117,Y,158.41,Y,Y,A,196,0,11-FEB-11,NA
3QRN,1.1,DNA,Y,0.108,0.124,N,0,N,Y,A,0,10,18-FEB-11,NA
3QVP,1.2,OXIDOREDUCTASE,N,0.178,0.188,N,47.63,N,Y,A,581,0,25-FEB-11,NA
3QZB,1.1,OXIDOREDUCTASE,N,0.126,0.153,Y,43.45,N,Y,A,132,0,04-MAR-11,NA
3QZX,1.3,OXYGENBINDINGOXYGENTRANSPORT,N,0.134,0.164,Y,60.17,N,Y,A,190,0,07-MAR-11,NA
3R0N,1.3,CELLADHESION,N,0.153,0.173,Y,39.4,N,Y,A,128,0,08-MAR-11,NA
3R1E,0.97,RNA,N,0.137,NULL,N,0,N,Y,AB,0,14,10-MAR-11,NA
3R2Q,1.1,TRANSFERASE,N,0.132,0.153,Y,79.1,N,Y,A,201,0,14-MAR-11,NA
3R2V,1.3,VIRALPROTEIN,N,0.182,0.209,Y,43.91,N,Y,A,192,0,14-MAR-11,NA
3R3R,1.2,TRANSFERASE,N,0.139,0.160,Y,83.3,N,Y,A,184,0,16-MAR-11,NA
3R68,1.3,SIGNALINGPROTEIN,N,0.132,0.157,Y,35.9,N,Y,A,85,0,21-MAR-11,NA
3R6D,1.3,LYASEISOMERASE,N,0.150,0.179,Y,48.48,N,Y,A,210,0,21-MAR-11,NA
3R72,1.1,TRANSPORTPROTEIN,N,0.153,0.173,Y,46.06,Y,Y,A,122,0,22-MAR-11,NA
3R87,1.1,UNKNOWNFUNCTION,N,0.149,0.165,Y,65.4,N,Y,A,132,0,23-MAR-11,NA
3RHB,1.2,OXIDOREDUCTASE,N,0.150,0.176,Y,56.09,N,Y,A,100,0,11-APR-11,NA
3RKG,1.3,METALTRANSPORT,N,0.170,0.204,Y,94.05,N,Y,A,258,0,18-APR-11,NA
3RL5,1.3,HYDROLASE,N,0.154,0.174,Y,39.71,N,Y,A,279,0,19-APR-11,NA
3RM3,1.2,HYDROLASE,N,0.136,0.158,Y,98.54,N,Y,A,246,0,20-APR-11,NA
3RO3,1.1,PROTEINBINDING,Y,0.120,0.150,Y,67.63,N,Y,A,176,0,25-APR-11,NA
3ROF,1,HYDROLASE,N,0.151,0.169,Y,82.8,Y,Y,A,165,0,25-APR-11,NA
3RZN,1.1,LIPIDTRANSPORT,Y,0.139,0.157,Y,38.84,N,Y,A,206,0,12-MAY-11,NA
3S0A,1.1,TRANSPORTPROTEIN,N,0.156,0.178,Y,30.46,N,Y,A,119,0,13-MAY-11,NA
3S2J,1.3,HYDROLASE/HYDROLASEINHIBITOR,N,0.171,0.177,Y,64.45,N,Y,A,393,0,16-MAY-11,NA
3S4E,1.3,HYDROLASE,N,0.152,0.181,N,45.34,N,Y,A,144,0,19-MAY-11,NA
3S6F,1.2,TRANSFERASE,N,0.136,0.150,Y,41.66,N,Y,A,139,0,25-MAY-11,NA
3S7C,1.1,RNA,N,0.118,0.156,N,0,N,Y,A,0,26,26-MAY-11,NA
3S8S,1.3,TRANSCRIPTION,N,0.170,0.198,Y,29.53,N,Y,A,107,0,30-MAY-11,NA
3S8U,1.2,RNA,N,0.144,0.178,N,0,N,Y,A,0,26,31-MAY-11,NA
3SBN,0.9,ANTIBIOTIC,N,NULL,0.128,Y,22.84,Y,Y,AB,16,0,06-JUN-11,NA
3SEE,1.3,SUGARBINDINGPROTEIN,N,0.131,0.149,Y,42.51,N,Y,A,210,0,10-JUN-11,NA
3SG0,1.2,SIGNALINGPROTEIN,N,0.150,0.162,Y,55.11,N,Y,A,353,0,14-JUN-11,NA
3SGG,1.3,HYDROLASE,N,0.152,0.176,Y,51.94,N,Y,A,501,0,14-JUN-11,NA
3SIG,1.3,HYDROLASE,N,0.150,0.161,Y,103.25,Y,Y,A,265,0,18-JUN-11,NA
3SNF,1.1,HYDROLASE,N,0.162,0.183,Y,42.98,Y,Y,A,103,0,29-JUN-11,NA
3SOV,1.3,PROTEINBINDING/ANTAGONIST,Y,0.154,0.180,Y,69.8,N,Y,A,313,0,30-JUN-11,NA
3SQZ,1.2,TRANSFERASE,Y,0.137,0.155,Y,40.69,N,Y,A,388,0,06-JUL-11,NA
3SU6,1.1,HYDROLASE/INHIBITOR,Y,0.151,0.165,Y,28.18,N,Y,A,199,0,11-JUL-11,NA
3T2C,1.3,LYASEHYDROLASE,N,0.109,0.129,Y,60.78,N,Y,A,389,0,22-JUL-11,NA
3T3L,1.1,OXIDOREDUCTASE,N,0.167,0.179,Y,40.19,N,Y,A,121,0,25-JUL-11,NA
3T7L,1.1,TRANSPORTPROTEIN,N,0.142,0.154,Y,92.46,N,Y,A,74,0,30-JUL-11,NA
3TBN,1.1,METALBINDINGPROTEIN,N,0.112,0.125,Y,74.03,Y,Y,A,87,0,07-AUG-11,NA
3TEU,1,DENOVOPROTEIN,N,0.112,0.139,Y,81.51,Y,Y,A,98,0,15-AUG-11,NA
3TG2,1.1,HYDROLASE,Y,0.128,0.144,Y,92.57,Y,Y,A,205,0,17-AUG-11,NA
3TPK,1.3,IMMUNESYSTEM,N,0.143,0.176,Y,49.19,N,Y,A,120,0,08-SEP-11,NA
3TQ2,1.1,DENOVOPROTEIN,N,0.188,0.185,N,86.46,N,Y,A,35,0,09-SEP-11,NA
3TU8,1,UNKNOWNFUNCTION,N,0.129,0.160,Y,87.86,N,Y,A,209,0,16-SEP-11,NA
3TV3,1.3,IMMUNESYSTEM,N,0.159,0.184,Y,51.37,Y,Y,L,414,0,19-SEP-11,NA
3TVB,1.1,DNA/ANTIBIOTIC,Y,0.164,0.202,N,0,N,Y,AB,0,8,19-SEP-11,NA
3TVJ,1.3,HYDROLASE,Y,0.159,0.205,Y,61.64,N,Y,A,360,0,20-SEP-11,NA
3TYS,1.1,TRANSCRIPTION,N,0.141,0.163,Y,42.26,Y,Y,A,73,0,26-SEP-11,NA
3U05,1.3,DNA,Y,0.202,0.237,N,0,N,Y,AB,0,24,28-SEP-11,NA
3U08,1.3,DNA,Y,0.205,0.243,N,0,N,Y,AB,0,24,28-SEP-11,NA
3U0L,1.3,FLUORESCENTPROTEIN,N,0.127,0.161,Y,67.28,N,Y,A,216,0,28-SEP-11,NA
3U0U,1.2,DNA,Y,0.212,0.242,N,0,N,Y,AB,0,24,29-SEP-11,NA
3U23,1.1,PROTEINBINDING,N,0.152,0.167,Y,51.16,N,Y,A,69,0,30-SEP-11,NA
3U2N,1.3,DNA,N,0.195,0.239,N,0,N,Y,AB,0,24,04-OCT-11,NA
3U89,0.96,DNA,N,0.105,0.125,N,0,N,Y,A,0,10,16-OCT-11,NA
3U97,1.1,HYDROLASE,N,0.141,0.158,Y,51.24,Y,Y,A,74,0,18-OCT-11,NA
3U99,1.1,ELECTRONTRANSPORT,N,0.138,0.154,Y,59.37,Y,Y,A,123,0,18-OCT-11,NA
3U9W,1.3,HYDROLASE/HYDROLASEINHIBITOR,Y,0.134,0.161,Y,45.22,N,Y,A,608,0,20-OCT-11,NA
3UE2,1.2,RNABINDINGPROTEIN,N,0.136,0.160,Y,60.47,N,Y,A,114,0,28-OCT-11,NA
3UF7,1.2,HYDROLASE,N,0.140,0.156,Y,87.02,N,Y,A,231,0,31-OCT-11,NA
3UI4,0.8,ISOMERASE,N,0.095,0.098,Y,30.42,Y,Y,A,101,0,04-NOV-11,NA
3UJC,1.2,TRANSFERASE,N,0.146,0.167,Y,52.1,N,Y,A,258,0,07-NOV-11,NA
3UP3,1.3,STEROIDBINDINGPROTEIN/TRANSCRIPTION,N,0.167,0.180,N,33.61,N,Y,A,255,0,17-NOV-11,NA
3V07,1.2,DNA,N,0.162,0.207,N,0,N,Y,AB,0,18,07-DEC-11,NA
3V1A,0.98,DENOVOPROTEINMETALBINDINGPROTEIN,N,0.095,0.113,Y,33.06,Y,Y,A,48,0,09-DEC-11,NA
3VGI,1.1,HYDROLASE,N,0.129,0.158,Y,43.86,N,Y,A,270,0,11-AUG-11,NA
3VII,0.97,HYDROLASE,N,0.128,0.145,Y,33.58,N,Y,A,472,0,03-OCT-11,NA
3VLA,0.95,PLANTPROTEIN,N,0.128,0.146,Y,52.65,N,Y,A,412,0,30-NOV-11,NA
3VOR,0.9,CELLADHESION,N,0.121,0.130,Y,30.17,Y,Y,A,182,0,06-FEB-12,NA
3VQF,1.2,PEPTIDEBINDINGPROTEIN,N,0.146,0.164,Y,35.47,N,Y,A,85,0,22-MAR-12,NA
3VQJ,1.2,HYDROLASE,N,0.135,0.170,Y,39.07,N,Y,A,214,0,24-MAR-12,NA
3VWN,1.2,HYDROLASE,N,0.130,0.146,Y,84.61,N,Y,X,384,0,30-AUG-12,NA
3VZ9,1,CELLCYCLE,N,0.193,0.207,N,53.16,N,Y,B,163,0,09-OCT-12,NA
3W06,1.1,HYDROLASE,N,0.133,0.162,Y,53.79,N,Y,A,267,0,19-OCT-12,NA
3W07,1,LYASE,N,0.118,0.139,Y,77.23,Y,Y,A,215,0,22-OCT-12,NA
3W19,1.3,MEMBRANEPROTEIN/INHIBITOR,N,0.156,0.172,Y,99.05,Y,Y,C,67,0,13-NOV-12,NA
3W4P,1.1,HYDROLASE,N,NULL,0.186,Y,44.77,N,Y,A,266,0,10-JAN-13,NA
3WA2,1.1,OXIDOREDUCTASE,N,0.131,0.150,Y,212.76,Y,Y,X,620,0,22-APR-13,NA
