PDB,RES,CLASS,COMPLEX,RVALUE,RFREE,OCCUPANCY,STRUCFAC,CHAINS,RESIDUES,DATE,COMMENTS
3NYP,1.2,DNA,N,0.166,0.188,T,Y,AB,24,15-JUL-10,NA
3NZ7,1.1,DNA,N,0.139,0.159,T,Y,AB,24,16-JUL-10,NA
3NZL,1.2,TRANSCRIPTION,N,0.151,0.177,F,Y,A,70,16-JUL-10,NA
3O0P,1.3,TRANSFERASEHYDROLASE,N,0.156,0.182,T,Y,A,194,19-JUL-10,NA
3O46,1.3,PROTEINBINDING,N,0.184,0.191,T,Y,A,83,26-JUL-10,NA
3O5Q,0.96,ISOMERASE,N,0.131,0.152,T,Y,A,128,28-JUL-10,NA
3OG2,1.2,HYDROLASE,N,0.139,0.171,T,Y,A,986,16-AUG-10,NA
3OIG,1.3,OXIDOREDUCTASE/OXIDOREDUCTASEINHIBITOR19-AUG-10,N,0.167,0.185,F,Y,A,260,3OIG,NA
3OK4,1.1,RNA,N,0.223,0.253,T,Y,ACEGIKMOQSUWY13,150,24-AUG-10,NA
3OMJ,0.95,DNA,N,0.113,0.124,T,Y,AB,18,27-AUG-10,NA
3OPI,1.1,DNA,N,NULL,0.195,T,Y,AB,22,01-SEP-10,NA
3ORU,1.1,METALBINDINGPROTEIN,N,0.127,0.147,T,Y,A,224,07-SEP-10,NA
3OV5,1,PROTEINTRANSPORT,N,0.131,0.152,T,Y,A,84,15-SEP-10,NA
3OYV,1.3,HYDROLASE,N,0.133,0.163,T,Y,A,351,23-SEP-10,NA
3P4A,1.2,RNA,N,NULL,0.234,F,Y,ABCDEF,0,06-OCT-10,NA
3P4C,1.1,RNA,N,NULL,0.249,T,Y,AB,8,06-OCT-10,NA
3P4H,1.1,HYDROLASE,N,0.135,0.165,T,Y,A,118,06-OCT-10,NA
3P4J,0.55,DNA,N,0.078,0.085,F,Y,AB,12,06-OCT-10,NA
3P6D,1.1,LIPIDBINDINGPROTEIN,Y,0.141,0.161,T,Y,A,139,11-OCT-10,NA
3PB6,1.1,TRANSFERASE,N,0.139,0.158,T,Y,X,313,20-OCT-10,NA
3PFZ,1.1,HYDROLASE,Y,0.126,0.143,T,Y,A,435,29-OCT-10,NA
3PKB,1.3,HYDROLASE/HYDROLASEINHIBITOR,N,0.169,0.181,F,Y,A,284,11-NOV-10,NA
3PMO,1.3,TRANSFERASE,N,0.165,0.185,T,Y,A,357,17-NOV-10,NA
3PPT,1.3,LIPIDBINDINGPROTEIN,N,0.136,0.171,T,Y,A,133,25-NOV-10,NA
3PUC,0.96,TRANSFERASE,N,0.116,0.135,T,Y,A,98,04-DEC-10,NA
3PVK,1.3,HYDROLASE,Y,0.169,0.184,T,Y,A,330,07-DEC-10,NA
3PX8,1.3,HYDROLASE/INHIBITOR,Y,0.208,0.233,F,Y,X,258,09-DEC-10,NA
3PXL,1.2,OXIDOREDUCTASE,N,0.154,0.179,T,Y,A,499,10-DEC-10,NA
3PZZ,1.3,PROTEINFIBRIL,N,0.148,0.196,F,Y,AB,12,14-DEC-10,NA
3Q46,0.99,HYDROLASE,N,0.111,0.123,T,Y,A,178,23-DEC-10,NA
3Q8J,0.87,TOXIN,N,0.093,NULL,F,Y,A,36,06-JAN-11,NA
3QJA,1.3,LYASE,N,0.164,0.181,T,Y,A,254,28-JAN-11,NA
3QL9,0.93,TRANSCRIPTION/STRUCTURALPROTEIN,Y,0.123,0.131,T,Y,A,134,02-FEB-11,NA
3QOO,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.157,0.181,T,Y,A,130,10-FEB-11,NA
3QPA,0.85,HYDROLASE,N,0.110,0.117,T,Y,A,196,11-FEB-11,NA
3QRN,1.1,DNA,Y,0.108,0.124,F,Y,A,10,18-FEB-11,NA
3QVP,1.2,OXIDOREDUCTASE,N,0.178,0.188,F,Y,A,581,25-FEB-11,NA
3QZB,1.1,OXIDOREDUCTASE,N,0.126,0.153,T,Y,A,132,04-MAR-11,NA
3QZX,1.3,OXYGENBINDINGOXYGENTRANSPORT,N,0.134,0.164,T,Y,A,190,07-MAR-11,NA
3R0N,1.3,CELLADHESION,N,0.153,0.173,T,Y,A,128,08-MAR-11,NA
3R1E,0.97,RNA,N,0.137,NULL,T,Y,AB,14,10-MAR-11,NA
3R2Q,1.1,TRANSFERASE,N,0.132,0.153,T,Y,A,201,14-MAR-11,NA
3R2V,1.3,VIRALPROTEIN,N,0.182,0.209,T,Y,A,192,14-MAR-11,NA
3R3R,1.2,TRANSFERASE,N,0.139,0.160,T,Y,A,184,16-MAR-11,NA
3R68,1.3,SIGNALINGPROTEIN,N,0.132,0.157,T,Y,A,85,21-MAR-11,NA
3R6D,1.3,LYASEISOMERASE,N,0.150,0.179,T,Y,A,210,21-MAR-11,NA
3R72,1.1,TRANSPORTPROTEIN,N,0.153,0.173,T,Y,A,122,22-MAR-11,NA
3R87,1.1,UNKNOWNFUNCTION,N,0.149,0.165,T,Y,A,132,23-MAR-11,NA
3RHB,1.2,OXIDOREDUCTASE,N,0.150,0.176,T,Y,A,100,11-APR-11,NA
3RKG,1.3,METALTRANSPORT,N,0.170,0.204,T,Y,A,258,18-APR-11,NA
3RL5,1.3,HYDROLASE,N,0.154,0.174,T,Y,A,279,19-APR-11,NA
3RM3,1.2,HYDROLASE,N,0.136,0.158,T,Y,A,246,20-APR-11,NA
3RO3,1.1,PROTEINBINDING,Y,0.120,0.150,T,Y,A,176,25-APR-11,NA
3ROF,1,HYDROLASE,N,0.151,0.169,T,Y,A,165,25-APR-11,NA
3RZN,1.1,LIPIDTRANSPORT,Y,0.139,0.157,T,Y,A,206,12-MAY-11,NA
3S0A,1.1,TRANSPORTPROTEIN,N,0.156,0.178,T,Y,A,119,13-MAY-11,NA
3S2J,1.3,HYDROLASE/HYDROLASEINHIBITOR,N,0.171,0.177,T,Y,A,393,16-MAY-11,NA
3S4E,1.3,HYDROLASE,N,0.152,0.181,F,Y,A,144,19-MAY-11,NA
3S6F,1.2,TRANSFERASE,N,0.136,0.150,T,Y,A,139,25-MAY-11,NA
3S7C,1.1,RNA,N,0.118,0.156,T,Y,A,26,26-MAY-11,NA
3S8S,1.3,TRANSCRIPTION,N,0.170,0.198,T,Y,A,107,30-MAY-11,NA
3S8U,1.2,RNA,N,0.144,0.178,T,Y,A,26,31-MAY-11,NA
3SBN,0.9,ANTIBIOTIC,N,NULL,0.128,T,Y,AB,16,06-JUN-11,NA
3SEE,1.3,SUGARBINDINGPROTEIN,N,0.131,0.149,T,Y,A,210,10-JUN-11,NA
3SG0,1.2,SIGNALINGPROTEIN,N,0.150,0.162,T,Y,A,353,14-JUN-11,NA
3SGG,1.3,HYDROLASE,N,0.152,0.176,T,Y,A,501,14-JUN-11,NA
3SIG,1.3,HYDROLASE,N,0.150,0.161,T,Y,A,265,18-JUN-11,NA
3SNF,1.1,HYDROLASE,N,0.162,0.183,T,Y,A,103,29-JUN-11,NA
3SOV,1.3,PROTEINBINDING/ANTAGONIST,Y,0.154,0.180,T,Y,A,313,30-JUN-11,NA
3SQZ,1.2,TRANSFERASE,Y,0.137,0.155,T,Y,A,388,06-JUL-11,NA
3SU6,1.1,HYDROLASE/INHIBITOR,Y,0.151,0.165,T,Y,A,199,11-JUL-11,NA
3T2C,1.3,LYASEHYDROLASE,N,0.109,0.129,T,Y,A,389,22-JUL-11,NA
3T3L,1.1,OXIDOREDUCTASE,N,0.167,0.179,T,Y,A,121,25-JUL-11,NA
3T7L,1.1,TRANSPORTPROTEIN,N,0.142,0.154,T,Y,A,74,30-JUL-11,NA
3TBN,1.1,METALBINDINGPROTEIN,N,0.112,0.125,T,Y,A,87,07-AUG-11,NA
3TEU,1,DENOVOPROTEIN,N,0.112,0.139,T,Y,A,98,15-AUG-11,NA
3TG2,1.1,HYDROLASE,Y,0.128,0.144,T,Y,A,205,17-AUG-11,NA
3TPK,1.3,IMMUNESYSTEM,N,0.143,0.176,T,Y,A,120,08-SEP-11,NA
3TQ2,1.1,DENOVOPROTEIN,N,0.188,0.185,F,Y,A,35,09-SEP-11,NA
3TU8,1,UNKNOWNFUNCTION,N,0.129,0.160,T,Y,A,209,16-SEP-11,NA
3TV3,1.3,IMMUNESYSTEM,N,0.159,0.184,T,Y,L,414,19-SEP-11,NA
3TVB,1.1,DNA/ANTIBIOTIC,Y,0.164,0.202,F,Y,AB,8,19-SEP-11,NA
3TVJ,1.3,HYDROLASE,Y,0.159,0.205,T,Y,A,360,20-SEP-11,NA
3TYS,1.1,TRANSCRIPTION,N,0.141,0.163,T,Y,A,73,26-SEP-11,NA
3U05,1.3,DNA,Y,0.202,0.237,F,Y,AB,24,28-SEP-11,NA
3U08,1.3,DNA,Y,0.205,0.243,T,Y,AB,24,28-SEP-11,NA
3U0L,1.3,FLUORESCENTPROTEIN,N,0.127,0.161,T,Y,A,216,28-SEP-11,NA
3U0U,1.2,DNA,Y,0.212,0.242,F,Y,AB,24,29-SEP-11,NA
3U23,1.1,PROTEINBINDING,N,0.152,0.167,T,Y,A,69,30-SEP-11,NA
3U2N,1.3,DNA,N,0.195,0.239,T,Y,AB,24,04-OCT-11,NA
3U89,0.96,DNA,N,0.105,0.125,T,Y,A,10,16-OCT-11,NA
3U97,1.1,HYDROLASE,N,0.141,0.158,T,Y,A,74,18-OCT-11,NA
3U99,1.1,ELECTRONTRANSPORT,N,0.138,0.154,T,Y,A,123,18-OCT-11,NA
3U9W,1.3,HYDROLASE/HYDROLASEINHIBITOR,Y,0.134,0.161,T,Y,A,608,20-OCT-11,NA
3UE2,1.2,RNABINDINGPROTEIN,N,0.136,0.160,T,Y,A,114,28-OCT-11,NA
3UF7,1.2,HYDROLASE,N,0.140,0.156,T,Y,A,231,31-OCT-11,NA
3UI4,0.8,ISOMERASE,N,0.095,0.098,T,Y,A,101,04-NOV-11,NA
3UJC,1.2,TRANSFERASE,N,0.146,0.167,T,Y,A,258,07-NOV-11,NA
3UP3,1.3,STEROIDBINDINGPROTEIN/TRANSCRIPTION,N,0.167,0.180,F,Y,A,255,17-NOV-11,NA
3V07,1.2,DNA,N,0.162,0.207,F,Y,AB,18,07-DEC-11,NA
3V1A,0.98,DENOVOPROTEINMETALBINDINGPROTEIN,N,0.095,0.113,T,Y,A,48,09-DEC-11,NA
3VGI,1.1,HYDROLASE,N,0.129,0.158,T,Y,A,270,11-AUG-11,NA
3VII,0.97,HYDROLASE,N,0.128,0.145,T,Y,A,472,03-OCT-11,NA
3VLA,0.95,PLANTPROTEIN,N,0.128,0.146,T,Y,A,412,30-NOV-11,NA
3VOR,0.9,CELLADHESION,N,0.121,0.130,T,Y,A,182,06-FEB-12,NA
3VQF,1.2,PEPTIDEBINDINGPROTEIN,N,0.146,0.164,T,Y,A,85,22-MAR-12,NA
3VQJ,1.2,HYDROLASE,N,0.135,0.170,T,Y,A,214,24-MAR-12,NA
3VWN,1.2,HYDROLASE,N,0.130,0.146,T,Y,X,384,30-AUG-12,NA
3VZ9,1,CELLCYCLE,N,0.193,0.207,F,Y,B,163,09-OCT-12,NA
3W06,1.1,HYDROLASE,N,0.133,0.162,T,Y,A,267,19-OCT-12,NA
3W07,1,LYASE,N,0.118,0.139,T,Y,A,215,22-OCT-12,NA
3W19,1.3,MEMBRANEPROTEIN/INHIBITOR,N,0.156,0.172,T,Y,C,67,13-NOV-12,NA
3W4P,1.1,HYDROLASE,N,NULL,0.186,T,Y,A,266,10-JAN-13,NA
3WA2,1.1,OXIDOREDUCTASE,N,0.131,0.150,T,Y,X,620,22-APR-13,NA
3WAR,1,TRANSFERASE,N,0.145,0.168,T,Y,A,334,07-MAY-13,NA
3WBO,0.98,DNA,N,0.156,0.163,T,Y,AB,12,20-MAY-13,NA
3WCQ,0.97,ELECTRONTRANSPORT,N,0.152,0.170,T,Y,A,97,31-MAY-13,NA
3WCZ,1.3,OXIDOREDUCTASE,N,0.152,0.164,T,Y,A,307,05-JUN-13,NA
3WDD,1.2,CHAPERONE/ANTIMICROBIALPROTEIN,N,0.127,0.154,T,Y,A,149,14-JUN-13,NA
3WDN,0.86,OXIDOREDUCTASE,N,NULL,0.139,T,Y,A,125,19-JUN-13,NA
3WDQ,1.3,HYDROLASE,N,0.145,0.164,T,Y,A,329,20-JUN-13,NA
3WH1,1,HYDROLASE,N,0.148,0.155,F,Y,A,203,21-AUG-13,NA
3WH2,1.3,IMMUNESYSTEM,Y,0.129,0.156,T,Y,A,132,21-AUG-13,NA
3WH7,1.1,HYDROLASE,Y,0.114,0.134,T,Y,A,443,21-AUG-13,NA
3WP4,1.3,HYDROLASE,N,0.141,0.166,F,Y,A,228,09-JAN-14,NA
3WS7,1.2,OXIDOREDUCTASE,Y,0.175,0.186,F,Y,A,293,04-MAR-14,NA
3WUZ,1.3,MEMBRANEPROTEIN,N,0.146,0.178,T,Y,A,120,10-MAY-14,NA
3WWL,1.2,METALBINDINGPROTEIN,N,0.146,0.155,F,Y,A,54,21-JUN-14,NA
3X0I,0.91,HYDROLASE,N,0.136,NULL,T,Y,A,159,16-OCT-14,NA
3X1X,1,SIGNALINGPROTEIN,N,0.197,0.211,F,Y,A,166,02-DEC-14,NA
3X2M,0.64,HYDROLASE,N,0.122,0.129,T,Y,A,180,22-DEC-14,NA
3X34,0.76,ELECTRONTRANSPORT,N,0.107,0.131,T,Y,A,87,14-JAN-15,NA
3ZFP,1.3,HYDROLASE,N,0.161,0.207,T,Y,A,148,12-DEC-12,NA
3ZIY,1,OXIDOREDUCTASE,N,0.110,0.122,T,Y,A,457,14-JAN-13,NA
3ZN4,1.3,VIRALPROTEIN,N,0.158,0.184,T,Y,A,149,13-FEB-13,NA
3ZNV,1.3,HYDROLASE,N,0.12680,0.15439,T,Y,A,269,18-FEB-13,NA
3ZOJ,0.88,MEMBRANEPROTEIN,N,0.10329,0.10739,T,Y,A,263,21-FEB-13,NA
3ZQX,1,HYDROLASE,N,0.167,0.171,T,Y,A,146,12-JUN-11,NA
3ZR8,0.9,PROTEINBINDING,N,0.12669,0.14865,T,Y,X,65,15-JUN-11,NA
3ZSJ,0.86,SUGARBINDINGPROTEIN,Y,0.127,0.142,T,Y,A,138,28-JUN-11,NA
3ZTV,1.3,HYDROLASE,N,0.2005,0.2342,T,Y,A,565,12-JUL-11,NA
3ZUC,1,CRYSTALLINECELLULOSE-BINDINGPROTEIN,N,0.125,0.136,T,Y,A,153,18-JUL-11,NA
3ZUD,1.3,HYDROLASE,N,0.156,0.179,T,Y,A,227,18-JUL-11,NA
3ZZO,1.1,IMMUNESYSTEM,N,0.13006,0.15129,T,Y,A,93,02-SEP-11,NA
3ZZP,0.96,RIBOSOMALPROTEIN,N,0.113,0.137,T,Y,A,74,02-SEP-11,NA
