PDB,RES,CLASS,COMPLEX,RVALUE,RFREE,OCCUPANCY, BFACTOR ,HYDROGENS,STRUCFAC,CHAINS, RESIDUES , NUCLEOTIDES ,DATE,COMMENTS
5VX5,1.3,VIRALPROTEIN,Y,0.154,0.167,Y, 45 ,N,Y,A, 161 , -   ,23-May-17,NA
4D0Q,1.2,LYASE,N,0.129,0.159,Y, 81 ,Y,Y,A, 161 , -   ,29-Apr-14,NA
2V1M,1,OXIDOREDUCTASE,N,0.176,0.184,Y, 26 ,N,Y,A, 162 , -   ,16-Sep-08,NA
5XEC,1.1,ELECTRONTRANSPORT,N,0.176,0.197,Y, 43 ,N,Y,C, 162 , -   ,04-Apr-17,NA
3HZA,1.2,HYDROLASE,N,NULL,0.159,Y, 76 ,N,Y,A, 162 , -   ,23-Jun-09,NA
3VZ9,1,CELLCYCLE,N,0.193,0.207,N, 53 ,N,Y,B, 163 , -   ,09-Oct-12,NA
4GWB,1.2,OXIDOREDUCTASE,N,0.16,0.18,Y, 65 ,N,Y,A, 163 , -   ,01-Sep-12,NA
1L3K,1.1,RNABINDINGPROTEIN,N,0.156,0.194,Y, 133 ,N,Y,A, 163 , -   ,27-Feb-02,NA
4O8H,0.85,ISOMERASE,N,0.108,0.119,Y, 18 ,N,Y,A, 164 , -   ,27-Dec-13,NA
5JDT,1,HYDROLASE,N,0.115,0.13,Y, 38 ,Y,Y,A, 164 , -   ,17-Apr-16,NA
4YG0,1.3,VIRALPROTEIN,N,0.172,0.199,Y, 41 ,N,Y,A, 164 , -   ,25-Feb-15,NA
1LF7,1.2,IMMUNESYSTEM,N,0.223,0.229,N, 41 ,N,N,A, 164 , -   ,10-Apr-02,NA
4DUI,1.2,DENOVOPROTEIN,Y,0.125,0.149,Y, 42 ,Y,Y,A, 164 , -   ,22-Feb-12,NA
4ZVF,1.1,SIGNALINGPROTEIN,N,0.139,0.165,Y, 51 ,N,Y,A, 164 , -   ,18-May-15,NA
6ELW,1.3,OXIDOREDUCTASE,N,0.125,0.155,Y, 51 ,N,Y,NA, 164 , -   ,29-Sep-17,NA
5I8F,1.3,PLANTPROTEIN,Y,NULL,0.153,Y, 68 ,N,Y,A, 164 , -   ,18-Feb-16,NA
1TT8,1,LYASE,N,0.123,0.153,Y, 105 ,Y,Y,A, 164 , -   ,22-Jun-04,NA
6JSA,1.3,HEME-BINDINGPROTEIN,N,0.162,0.18,Y, 30 ,N,Y,A, 165 , -   ,08-Apr-19,NA
3MEA,1.3,TRANSCRIPTION,Y,0.179,0.2,Y, 36 ,N,Y,A, 165 , -   ,31-Mar-10,NA
1XEO,1.3,HYDROLASE,N,0.2,0.215,Y, 60 ,N,Y,A, 165 , -   ,10-Sep-04,NA
3ROF,1,HYDROLASE,N,0.151,0.169,Y, 83 ,Y,Y,A, 165 , -   ,25-Apr-11,NA
3X1X,1,SIGNALINGPROTEIN,N,0.197,0.211,N, 23 ,N,Y,A, 166 , -   ,02-Dec-14,NA
2CE2,1,SIGNALINGPROTEIN,N,0.145,0.163,Y, 24 ,N,Y,X, 166 , -   ,02-Feb-06,NA
2O5G,1.1,METALBINDINGPROTEIN,Y,0.144,0.165,Y, 39 ,N,Y,A, 166 , -   ,05-Dec-06,NA
2X7K,1.1,ISOMERASE/IMMUNOSUPPRESSANT,Y,0.129,0.149,Y, 52 ,Y,Y,A, 166 , -   ,01-Mar-10,NA
4B9P,1.2,CARBOHYDRATE-BINDINGPROTEIN,N,0.1254,0.1499,Y, 78 ,N,Y,A, 166 , -   ,06-Sep-12,NA
4A02,0.95,CHITINBINDINGPROTEIN,N,NULL,0.1158,Y, 82 ,N,Y,A, 166 , -   ,07-Sep-11,NA
4ACJ,0.97,IMMUNESYSTEM,N,0.119,0.138,Y, 21 ,Y,Y,A, 167 , -   ,15-Dec-11,NA
4BJ0,1,HYDROLASE,Y,0.115,0.129,Y, 41 ,N,Y,A, 167 , -   ,15-Apr-13,NA
1LB3,1.2,METALBINDINGPROTEIN,N,0.134,0.16,Y, 55 ,N,N,A, 167 , -   ,02-Apr-02,NA
5JUG,0.96,HYDROLASE,N,0.123,0.141,Y, 43 ,N,Y,A, 168 , -   ,10-May-16,NA
5DGJ,1,HYDROLASE/HYDROLASEINHIBITOR,Y,0.143,0.154,Y, 43 ,N,Y,A, 168 , -   ,27-Aug-15,NA
5LJP,1.1,ELECTRONTRANSPORT,N,0.161,0.176,Y, 44 ,N,Y,A, 168 , -   ,19-Jul-16,NA
4HCJ,1.1,HYDROLASE,N,0.116,0.127,Y, 41 ,N,Y,A, 169 , -   ,30-Sep-12,NA
6E7E,1.1,PROTEINBINDING,N,0.142,0.169,N, 51 ,N,Y,A, 169 , -   ,26-Jul-18,NA
6P0I,1.2,SIGNALINGPROTEIN/INHIBITOR,Y,0.127,0.147,Y, 52 ,Y,Y,B, 169 , -   ,17-May-19,NA
2PC1,1.3,TRANSFERASE,N,0.167,0.178,Y, 53 ,N,Y,A, 169 , -   ,29-Mar-07,NA
2Y0O,1.2,ISOMERASE,N,0.147,0.1782,Y, 60 ,N,Y,A, 169 , -   ,07-Dec-10,NA
3KKQ,1.2,SIGNALINGPROTEIN,Y,0.177,0.192,N, 24 ,N,Y,A, 170 , -   ,06-Nov-09,NA
2V2P,1.1,METALTRANSPORT,N,0.201,0.224,Y, 40 ,N,Y,A, 170 , -   ,06-Jun-07,NA
4E1Q,1.3,ISOMERASE,N,0.178,0.185,N, 43 ,N,Y,A, 170 , -   ,06-Mar-12,NA
6IGG,1,PLANTPROTEIN,N,0.117,0.136,Y, 53 ,Y,Y,A, 170 , -   ,25-Sep-18,NA
6OHK,1.2,ELECTRONTRANSPORT,N,0.152,0.164,Y, 71 ,Y,Y,A, 170 , -   ,05-Apr-19,NA
1R2Q,1.1,PROTEINTRANSPORT,N,0.125,0.169,Y, 97 ,N,Y,A, 170 , -   ,29-Sep-03,NA
5J93,1.1,OXIDOREDUCTASE,N,0.13,0.143,Y, 29 ,N,Y,A, 171 , -   ,08-Apr-16,NA
1Z6M,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.157,0.187,Y, 31 ,N,Y,A, 171 , -   ,22-Mar-05,NA
2X5Y,1.1,IMMUNESYSTEM,N,0.1312,0.14927,Y, 37 ,N,Y,A, 171 , -   ,11-Feb-10,NA
5J1N,1.1,TRANSFERASE,N,0.162,0.179,Y, 38 ,N,Y,A, 171 , -   ,29-Mar-16,NA
2H5C,0.82,HYDROLASE,N,0.087,0.093,Y, 41 ,Y,Y,A, 171 , -   ,25-May-06,NA
3BWZ,1.2,STRUCTURALPROTEIN,N,0.124,0.152,Y, 41 ,N,Y,A, 171 , -   ,10-Jan-08,NA
6AO9,1.1,LYASE,N,0.188,0.195,Y, 53 ,N,Y,A, 171 , -   ,15-Aug-17,NA
2WFI,0.75,ISOMERASE,N,0.107,0.124,Y, 55 ,N,Y,A, 171 , -   ,06-Apr-09,NA
6CWM,1.1,SUGARBINDINGPROTEIN,N,0.132,0.159,Y, 79 ,N,Y,A, 171 , -   ,30-Mar-18,NA
6B8F,1.1,OXIDOREDUCTASE,N,0.092,0.103,Y, 28 ,Y,Y,A, 172 , -   ,07-Oct-17,NA
4HY7,1.2,ISOMERASE/INHIBITOR,N,0.187,0.204,N, 55 ,N,Y,A, 172 , -   ,13-Nov-12,NA
5G38,1.1,PHOTOSYNTHESIS,N,0.159,0.184,Y, 137 ,Y,Y,A, 172 , -   ,24-Apr-16,NA
1H4A,1.1,EYELENSPROTEIN,N,0.157,0.182,Y, 40 ,N,Y,X, 173 , -   ,25-Feb-03,NA
1AMM,1.2,CRYSTALLIN,N,NULL,NULL,Y, 1 ,N,N,A, 174 , -   ,20-Mar-96,NA
4IVV,1.1,HYDROLASE,N,0.142,0.157,Y, 25 ,N,Y,A, 174 , -   ,23-Jan-13,NA
1RTT,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.211,0.228,N, 38 ,N,Y,A, 174 , -   ,10-Dec-03,NA
5UUK,1.2,APOPTOSIS,Y,0.144,0.163,Y, 149 ,Y,Y,A, 174 , -   ,17-Feb-17,NA
2R16,1,CELLADHESIONSPLICING,N,0.148,0.165,Y, 31 ,N,Y,A, 175 , -   ,22-Aug-07,NA
1KT6,1.1,TRANSPORTPROTEIN,N,0.262,0.286,N, 85 ,N,N,A, 175 , -   ,15-Jan-02,NA
2AU7,1.1,HYDROLASE,N,0.123,0.153,Y, 133 ,N,Y,A, 175 , -   ,27-Aug-05,NA
3E4G,0.96,ELECTRONTRANSPORT,N,0.144,0.164,Y, 44 ,N,Y,A, 176 , -   ,11-Aug-08,NA
4ANN,1.1,MEMBRANEPROTEIN,N,0.138,0.181,Y, 52 ,N,Y,A, 176 , -   ,21-Mar-12,NA
3RO3,1.1,PROTEINBINDING,Y,0.12,0.15,Y, 68 ,N,Y,A, 176 , -   ,25-Apr-11,NA
5H5Q,1.1,OXIDOREDUCTASE/OXIDOREDUCTASEINHIBITOR09-NOV-16,Y,0.164,0.184,Y, 35 ,N,Y,NA, 177 , -   ,5H5Q,NA
6M8M,1.2,SUGARBINDINGPROTEIN,N,0.141,0.159,Y, 38 ,Y,Y,NA, 177 , -   ,22-Aug-18,NA
1EB6,1,HYDROLASE,N,NULL,0.126,Y, 39 ,N,Y,A, 177 , -   ,19-Jul-01,NA
4WDC,1.3,TOXIN,N,0.12,0.151,Y, 92 ,N,Y,A, 177 , -   ,08-Sep-14,NA
1D4O,1.2,OXIDOREDUCTASE,N,0.167,0.223,Y, 93 ,N,Y,A, 177 , -   ,04-Oct-99,NA
2C2U,1.1,DNA-BINDINGPROTEIN,N,0.127,0.149,Y, 32 ,N,Y,A, 178 , -   ,30-Sep-05,NA
2ZNR,1.2,HYDROLASE,N,0.15,0.165,Y, 33 ,N,Y,A, 178 , -   ,01-May-08,NA
2R6V,1.3,FLAVOPROTEIN,N,0.128,0.154,Y, 37 ,N,Y,A, 178 , -   ,06-Sep-07,NA
3K21,1.1,TRANSFERASE,N,0.152,0.186,Y, 42 ,N,Y,A, 178 , -   ,29-Sep-09,NA
4UYT,1,CELLADHESION,N,0.12882,0.14416,Y, 44 ,N,Y,A, 178 , -   ,03-Sep-14,NA
2HXS,1.1,SIGNALINGPROTEIN,N,0.152,0.184,Y, 44 ,N,Y,A, 178 , -   ,03-Aug-06,NA
3Q46,0.99,HYDROLASE,N,0.111,0.123,Y, 151 ,N,Y,A, 178 , -   ,23-Dec-10,NA
5CTA,1.2,HYDROLASE,N,0.11,0.135,Y, 29 ,Y,Y,A, 179 , -   ,23-Jul-15,NA
5XBU,1,HYDROLASE,N,0.126,0.144,Y, 39 ,N,Y,A, 179 , -   ,21-Mar-17,NA
5YH4,1.3,HYDROLASEINHIBITOR,N,0.175,0.188,Y, 40 ,N,Y,A, 179 , -   ,27-Sep-17,NA
3D06,1.2,TRANSCRIPTION,N,0.177,0.202,Y, 46 ,N,Y,A, 179 , -   ,01-May-08,NA
2OS0,1.3,HYDROLASE,N,0.195,0.207,N, 51 ,N,Y,A, 179 , -   ,05-Feb-07,NA
5C4M,1.3,SIGNALINGPROTEIN,N,0.171,0.2,Y, 55 ,N,Y,A, 179 , -   ,18-Jun-15,NA
4RZ9,1.3,RNABINDINGPROTEIN,N,0.128,0.15,Y, 73 ,Y,Y,A, 179 , -   ,19-Dec-14,NA
5UFY,1.1,TRANSFERASE,N,0.151,0.168,Y, 92 ,Y,Y,A, 179 , -   ,06-Jan-17,NA
1MJN,1.3,IMMUNESYSTEM,N,NULL,0.202,Y, 102 ,N,N,A, 179 , -   ,28-Aug-02,NA
5K9B,1.2,ELECTRONTRANSPORT,N,0.15,0.168,Y, 103 ,Y,Y,A, 179 , -   ,31-May-16,NA
1WC2,1.2,HYDROLASE,N,0.147,0.162,Y, 27 ,N,Y,A, 180 , -   ,08-Nov-04,NA
5EMI,1.1,HYDROLASE,N,0.135,0.146,Y, 30 ,N,Y,A, 180 , -   ,06-Nov-15,NA
3HYN,1.2,SIGNALINGPROTEIN,N,0.118,0.139,Y, 31 ,N,Y,A, 180 , -   ,22-Jun-09,NA
1PM1,1.1,BLOODCLOTTINGINHIBITOR,N,0.155,0.177,Y, 38 ,N,Y,X, 180 , -   ,09-Jun-03,NA
1HQJ,1.2,DENOVOPROTEIN,N,0.17,0.223,Y, 57 ,N,N,NA, 180 , -   ,18-Dec-00,NA
3X2M,0.64,HYDROLASE,N,0.122,0.129,Y, 74 ,Y,Y,A, 180 , -   ,22-Dec-14,NA
4P82,1.3,UNKNOWNFUNCTION,N,0.18,0.206,Y, 95 ,N,Y,A, 180 , -   ,30-Mar-14,NA
4JER,1.1,TRANSPORTPROTEIN,N,0.139,0.146,Y, 38 ,N,Y,A, 181 , -   ,27-Feb-13,NA
2OML,1.2,ISOMERASE,N,0.152,0.179,Y, 43 ,N,Y,A, 181 , -   ,22-Jan-07,NA
1PMH,1.1,HYDROLASE,N,0.143,0.173,Y, 54 ,N,Y,X, 181 , -   ,11-Jun-03,NA
5CKL,0.99,TRANSFERASE,N,0.113,0.125,Y, 116 ,N,Y,A, 181 , -   ,15-Jul-15,NA
4O6U,0.89,HEMEBINDINGPROTEIN,N,0.125,0.134,Y, 25 ,N,Y,A, 182 , -   ,23-Dec-13,NA
2QA9,1.2,HYDROLASE,N,0.147,0.182,Y, 27 ,N,Y,E, 182 , -   ,14-Jun-07,NA
3VOR,0.9,CELLADHESION,N,0.121,0.13,Y, 30 ,Y,Y,A, 182 , -   ,06-Feb-12,NA
3KEV,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.156,0.178,Y, 52 ,N,Y,A, 182 , -   ,26-Oct-09,NA
4N30,1.3,OXIDOREDUCTASE,N,0.195,0.22,Y, 67 ,N,Y,A, 182 , -   ,06-Oct-13,NA
6HXU,1.2,IMMUNESYSTEM,Y,NULL,NULL,Y, 73 ,Y,Y,A, 182 , -   ,18-Oct-18,NA
5TIF,0.97,HYDROLASE,N,0.123,0.137,Y, 214 ,N,Y,A, 182 , -   ,02-Oct-16,NA
1VP8,1.3,FLAVOPROTEIN,N,0.155,0.166,Y, 49 ,N,Y,A, 183 , -   ,14-Oct-04,NA
2D5M,1.1,ELECTRONTRANSPORT,N,0.135,0.162,Y, 67 ,N,Y,A, 183 , -   ,02-Nov-05,NA
4DVC,1.2,OXIDOREDUCTASE,N,0.12,0.139,Y, 41 ,Y,Y,A, 184 , -   ,23-Feb-12,NA
6DTV,1.1,REPLICATION,N,0.125,0.137,Y, 61 ,Y,Y,A, 184 , -   ,18-Jun-18,NA
6FJN,0.97,VIRALPROTEIN,N,0.183,0.195,Y, 71 ,N,Y,A, 184 , -   ,22-Jan-18,NA
3R3R,1.2,TRANSFERASE,N,0.139,0.16,Y, 83 ,N,Y,A, 184 , -   ,16-Mar-11,NA
2FCW,1.3,LIPIDTRANSPORT/ENDOCYTOSIS/CHAPERONE,Y,0.152,0.201,Y, 89 ,N,Y,NA, 184 , -   ,12-Dec-05,NA
2FKK,1.2,VIRALPROTEIN,N,0.12,0.136,Y, 147 ,Y,Y,A, 184 , -   ,04-Jan-06,NA
4FRV,1.1,ISOMERASE,N,0.12,0.138,Y, 39 ,Y,Y,A, 185 , -   ,26-Jun-12,NA
6ENS,1.3,SIGNALINGPROTEIN,N,0.127,0.168,Y, 49 ,Y,Y,A, 185 , -   ,06-Oct-17,NA
2ZK9,1.1,HYDROLASE,N,0.098,0.136,Y, 60 ,N,Y,X, 185 , -   ,13-Mar-08,NA
4JG2,1.3,UNKNOWNFUNCTION,N,0.126,0.163,Y, 76 ,N,Y,A, 185 , -   ,28-Feb-13,NA
2GZQ,1.3,LIPIDBINDINGPROTEIN,N,NULL,0.18,Y, 47 ,N,Y,A, 186 , -   ,11-May-06,NA
4OY6,1.3,OXIDOREDUCTASE,Y,0.125,0.14,Y, 50 ,N,Y,A, 186 , -   ,11-Feb-14,NA
4XEZ,1.2,OXIDOREDUCTASE,N,0.125,0.162,Y, 57 ,N,Y,A, 186 , -   ,25-Dec-14,NA
1KMV,1.1,OXIDOREDUCTASE,Y,NULL,0.181,Y, 78 ,N,Y,A, 186 , -   ,17-Dec-01,NA
5ZX8,1,HYDROLASE,N,0.129,0.143,Y, 116 ,N,Y,A, 186 , -   ,18-May-18,NA
1QV1,1.1,LUMINESCENTPROTEIN,N,0.133,0.158,Y, 64 ,N,N,A, 187 , -   ,26-Aug-03,NA
2RK3,1.1,CHAPERONE,N,0.133,0.15,Y, 81 ,N,Y,A, 187 , -   ,16-Oct-07,NA
4H7W,1.1,UNKNOWNFUNCTION,N,0.133,0.154,Y, 130 ,N,Y,A, 187 , -   ,21-Sep-12,NA
3CI3,1.1,TRANSFERASE,N,0.161,0.18,Y, 33 ,N,Y,A, 188 , -   ,10-Mar-08,NA
4XMH,1.3,TRANSPORTPROTEIN,N,0.156,0.182,Y, 49 ,N,Y,A, 188 , -   ,14-Jan-15,NA
5J6Y,1,CELLADHESION,N,0.156,0.164,Y, 65 ,N,Y,A, 188 , -   ,05-Apr-16,NA
4UYR,0.89,CELLADHESION,N,0.127,0.134,Y, 74 ,N,Y,A, 188 , -   ,03-Sep-14,NA
2BBR,1.2,VIRALPROTEIN,N,0.211,0.226,N, 38 ,N,Y,A, 189 , -   ,17-Oct-05,NA
6ITA,1.2,SIGNALINGPROTEIN,N,0.204,0.232,Y, 67 ,N,Y,A, 189 , -   ,20-Nov-18,NA
6QU6,1,VIRALPROTEIN,Y,0.137,0.148,Y, 111 ,Y,Y,A, 189 , -   ,26-Feb-19,NA
2X5N,1.3,NUCLEARPROTEIN,N,0.1248,0.1646,Y, 255 ,Y,Y,A, 189 , -   ,10-Feb-10,NA
5AGR,1.3,LIGASE,N,0.171,0.197,Y, 36 ,N,Y,A, 190 , -   ,03-Feb-15,NA
1UCD,1.3,HYDROLASE,N,0.2,0.203,N, 36 ,N,N,A, 190 , -   ,10-Apr-03,NA
3QZX,1.3,OXYGENBINDINGOXYGENTRANSPORT,N,0.134,0.164,Y, 60 ,N,Y,A, 190 , -   ,07-Mar-11,NA
6M43,1.2,HYDROLASE,N,0.176,0.182,Y, 64 ,N,Y,A, 190 , -   ,05-Mar-20,NA
4K4O,1.3,ISOMERASE/ISOMERASEINHIBITOR,N,0.179,0.196,Y, 69 ,N,Y,A, 190 , -   ,12-Apr-13,NA
2R01,1.1,OXIDOREDUCTASE,N,0.149,0.165,Y, 31 ,N,Y,A, 191 , -   ,17-Aug-07,NA
4YI8,1.2,CALCIUMBINDINGPROTEIN,N,0.122,0.14,Y, 77 ,Y,Y,A, 191 , -   ,28-Feb-15,NA
4EKF,0.98,HYDROLASE,N,0.135,0.168,Y, 142 ,Y,Y,A, 191 , -   ,09-Apr-12,NA
3R2V,1.3,VIRALPROTEIN,N,0.182,0.209,Y, 44 ,N,Y,A, 192 , -   ,14-Mar-11,NA
4B5O,1.1,TRANSFERASE,N,0.132,0.1574,Y, 50 ,Y,Y,A, 192 , -   ,07-Aug-12,NA
6BXD,1.1,IMMUNESYSTEM,N,0.177,0.179,Y, 77 ,N,Y,A, 192 , -   ,18-Dec-17,NA
3EDH,1.3,HYDROLASE,N,0.142,0.172,Y, 37 ,N,Y,A, 193 , -   ,03-Sep-08,NA
2NR7,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.164,0.197,N, 39 ,N,Y,A, 193 , -   ,01-Nov-06,NA
2PTH,1.2,HYDROLASE,N,0.196,0.215,Y, 57 ,N,N,A, 193 , -   ,25-Mar-97,NA
3MF6,1.3,HYDROLASE,N,0.129,0.145,Y, 62 ,N,Y,A, 193 , -   ,01-Apr-10,NA
6H17,1.3,CYTOSOLICPROTEIN,N,NULL,0.163,Y, 85 ,Y,Y,A, 193 , -   ,11-Jul-18,NA
3O0P,1.3,TRANSFERASEHYDROLASE,N,0.156,0.182,Y, 42 ,N,Y,A, 194 , -   ,19-Jul-10,NA
5OPF,1.1,CARBOHYDRATE,N,0.141,0.152,Y, 43 ,Y,Y,A, 194 , -   ,09-Aug-17,NA
1MF7,1.3,CELLADHESION,N,NULL,0.223,Y, 70 ,N,Y,A, 194 , -   ,09-Aug-02,NA
4I66,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.16,0.198,Y, 45 ,N,Y,A, 195 , -   ,29-Nov-12,NA
5MSZ,1.1,OXIDOREDUCTASE,N,0.134,0.154,Y, 59 ,N,Y,A, 195 , -   ,06-Jan-17,NA
5CWG,1.2,DENOVOPROTEIN,N,0.136,0.167,Y, 68 ,Y,Y,A, 195 , -   ,28-Jul-15,NA
3LWX,1.1,OXIDOREDUCTASE,N,0.117,0.138,Y, 31 ,N,Y,NA, 196 , -   ,24-Feb-10,NA
4R3F,1.3,ISOMERASE,N,0.122,0.143,Y, 68 ,Y,Y,A, 196 , -   ,15-Aug-14,NA
3QPA,0.85,HYDROLASE,N,0.11,0.117,Y, 158 ,Y,Y,A, 196 , -   ,11-Feb-11,NA
6J93,0.95,HYDROLASE,N,0.134,0.153,Y, 167 ,Y,Y,A, 196 , -   ,21-Jan-19,NA
4IGI,1.2,CELLADHESION,N,0.121,0.148,Y, 67 ,Y,Y,A, 197 , -   ,17-Dec-12,NA
3LQB,1.1,HYDROLASE,N,0.169,0.187,Y, 31 ,N,Y,A, 198 , -   ,08-Feb-10,NA
4MUM,1.3,HYDROLASE,N,0.132,0.149,Y, 55 ,N,Y,A, 198 , -   ,22-Sep-13,NA
6BO0,1.2,OXIDOREDUCTASE,N,0.124,0.155,Y, 67 ,N,Y,A, 198 , -   ,17-Nov-17,NA
3C6A,1.2,VIRALPROTEIN,N,0.134,0.171,Y, 104 ,N,Y,A, 198 , -   ,04-Feb-08,NA
5YVK,1.3,TRANSFERASE,N,0.166,0.187,Y, 119 ,N,Y,A, 198 , -   ,26-Nov-17,NA
3SU6,1.1,HYDROLASE/INHIBITOR,Y,0.151,0.165,Y, 28 ,N,Y,A, 199 , -   ,11-Jul-11,NA
2FHZ,1.1,IMMUNESYSTEMHYDROLASE,N,0.195,0.2,N, 32 ,N,Y,A, 199 , -   ,27-Dec-05,NA
3ESS,1.2,TRANSFERASETOXIN,Y,0.132,0.154,Y, 34 ,N,Y,A, 199 , -   ,06-Oct-08,NA
5DZE,0.97,HYDROLASE,N,0.123,0.137,Y, 38 ,Y,Y,A, 199 , -   ,25-Sep-15,NA
4UE8,1.1,TRANSLATION,Y,0.1461,0.1614,Y, 69 ,Y,Y,A, 199 , -   ,16-Dec-14,NA
4LLD,1.2,IMMUNESYSTEM,N,0.146,0.17,Y, 36 ,N,Y,A, 200 , -   ,09-Jul-13,NA
2W15,1.1,HYDROLASE/INHIBITOR,N,0.117,0.143,Y, 34 ,N,Y,A, 201 , -   ,14-Oct-08,NA
1VE4,1.2,TRANSFERASE,N,0.23,0.247,N, 37 ,N,Y,A, 201 , -   ,27-Mar-04,NA
4BCT,0.98,ALLERGEN,N,0.11406,0.13125,Y, 45 ,N,Y,A, 201 , -   ,03-Oct-12,NA
4JRU,1.2,UNKNOWNFUNCTION,N,0.167,0.184,Y, 49 ,N,Y,A, 201 , -   ,22-Mar-13,NA
3MQZ,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.15,0.174,Y, 53 ,N,Y,A, 201 , -   ,28-Apr-10,NA
4JHT,1.2,OXIDOREDUCTASE/OXIDOREDUCTASEINHIBITOR05-MAR-13,Y,NULL,0.166,Y, 57 ,N,Y,A, 201 , -   ,4JHT,NA
3R2Q,1.1,TRANSFERASE,N,0.132,0.153,Y, 79 ,N,Y,A, 201 , -   ,14-Mar-11,NA
5ONK,1,HYDROLASE,N,0.167,0.187,Y, 58 ,N,Y,A, 202 , -   ,03-Aug-17,NA
1JM1,1.1,ELECTRONTRANSPORTOXIDOREDUCTASE,N,0.106,0.125,Y, 114 ,Y,Y,A, 202 , -   ,17-Jul-01,NA
3WH1,1,HYDROLASE,N,0.148,0.155,N, 20 ,N,Y,A, 203 , -   ,21-Aug-13,NA
2IMF,1.3,TRANSFERASE,N,0.182,0.208,Y, 48 ,N,Y,A, 203 , -   ,04-Oct-06,NA
4QPN,1.3,TRANSFERASE,N,0.124,0.167,Y, 65 ,N,Y,A, 203 , -   ,24-Jun-14,NA
1Z0W,1.2,HYDROLASE,N,0.137,0.181,Y, 108 ,N,Y,A, 203 , -   ,02-Mar-05,NA
2VPA,1.2,OXIDOREDUCTASE,N,0.142,0.18,Y, 46 ,N,Y,A, 204 , -   ,27-Feb-08,NA
5H7T,1.2,HYDROLASE,N,0.147,0.164,Y, 33 ,N,Y,A, 205 , -   ,21-Nov-16,NA
4RU3,1.2,CELLINVASION,N,0.135,0.15,Y, 47 ,N,Y,A, 205 , -   ,18-Nov-14,NA
4WUI,1.1,ISOMERASE,N,0.128,0.138,Y, 53 ,N,Y,A, 205 , -   ,31-Oct-14,NA
1HDO,1.1,BILIVERDIN-IXBETAREDUCTASE,Y,0.125,0.158,Y, 85 ,Y,N,A, 205 , -   ,16-Nov-00,NA
3TG2,1.1,HYDROLASE,Y,0.128,0.144,Y, 93 ,Y,Y,A, 205 , -   ,17-Aug-11,NA
2C71,1.1,HYDROLASE,N,0.125,0.142,Y, 121 ,N,Y,NA, 205 , -   ,17-Nov-05,NA
3RZN,1.1,LIPIDTRANSPORT,Y,0.139,0.157,Y, 39 ,N,Y,A, 206 , -   ,12-May-11,NA
4JZ5,1.1,HYDROLASE,N,0.135,0.143,Y, 48 ,Y,Y,A, 206 , -   ,02-Apr-13,NA
5A67,1.3,HYDROLASE,Y,0.142,0.175,Y, 59 ,N,Y,A, 206 , -   ,24-Jun-15,NA
5C17,1.2,LYASE,N,0.143,0.161,Y, 62 ,Y,Y,A, 206 , -   ,13-Jun-15,NA
3EIN,1.1,TRANSFERASE,N,0.141,0.157,Y, 33 ,N,Y,A, 207 , -   ,17-Sep-08,NA
2GXQ,1.2,HYDROLASE,Y,0.137,0.168,Y, 39 ,N,Y,A, 207 , -   ,09-May-06,NA
4Q4G,0.97,HYDROLASE,N,0.126,0.175,N, 70 ,N,Y,X, 207 , -   ,14-Apr-14,NA
4EA9,0.9,TRANSFERASE,Y,0.139,0.155,Y, 79 ,N,Y,A, 207 , -   ,22-Mar-12,NA
1G66,0.9,HYDROLASE,N,0.107,0.132,Y, 92 ,Y,N,A, 207 , -   ,03-Nov-00,NA
5X9L,0.9,PLANTPROTEIN,N,NULL,0.129,Y, 99 ,Y,Y,A, 207 , -   ,08-Mar-17,NA
6AVX,1.3,HYDROLASE,N,0.151,0.166,Y, 71 ,Y,Y,A, 208 , -   ,04-Sep-17,NA
3NE0,1,HYDROLASE,N,0.111,0.137,Y, 106 ,N,Y,A, 208 , -   ,08-Jun-10,NA
5J80,1.2,CHAPERONE,N,0.18,0.191,Y, 117 ,Y,Y,A, 208 , -   ,07-Apr-16,NA
4WK7,1.2,HYDROLASE/HYDROLASEINHIBITOR,Y,0.197,0.213,Y, 32 ,N,Y,NA, 209 , -   ,01-Oct-14,NA
6QXU,1.2,TRANSFERASE/TRANSFERASEINHIBITOR,Y,0.19,0.213,Y, 84 ,N,Y,A, 209 , -   ,08-Mar-19,NA
3TU8,1,UNKNOWNFUNCTION,N,0.129,0.16,Y, 88 ,N,Y,A, 209 , -   ,16-Sep-11,NA
3MVS,1.1,CELLADHESION,N,0.164,0.188,Y, 32 ,N,Y,A, 210 , -   ,04-May-10,NA
5GI7,1.2,TRANSFERASE,N,0.148,0.17,N, 33 ,N,Y,A, 210 , -   ,22-Jun-16,NA
3SEE,1.3,SUGARBINDINGPROTEIN,N,0.131,0.149,Y, 43 ,N,Y,A, 210 , -   ,10-Jun-11,NA
