PDB,RES,CLASS,COMPLEX,RVALUE,RFREE,OCCUPANCY,STRUCFAC,CHAINS,RESIDUES,DATE,COMMENTS
6DTV,1.1,REPLICATION,N,0.125,0.137,T,Y,A,184,18-JUN-18,NA
6DY5,1.3,DNA,Y,0.216,0.254,F,Y,AB,20,01-JUL-18,NA
6E0O,1.3,TRANSFERASE/RNA,N,0.143,0.164,T,Y,A,275,06-JUL-18,NA
6E4D,1.3,METALBINDINGPROTEIN,N,0.168,0.188,F,Y,A,514,17-JUL-18,NA
6E6O,0.7,SIGNALINGPROTEIN,N,0.166,0.184,T,Y,A,40,25-JUL-18,NA
6E7E,1.1,PROTEINBINDING,N,0.142,0.169,F,Y,A,169,26-JUL-18,NA
6EEX,1.1,PROTEINFIBRIL,N,0.062,0.069,F,Y,A,6,15-AUG-18,NA
6EEY,1.1,STRUCTURALPROTEIN,N,0.160,0.182,F,Y,A,94,15-AUG-18,NA
6EF7,1,SUGARBINDINGPROTEIN,N,0.126,0.141,T,Y,A,124,16-AUG-18,NA
6EFN,1.3,OXIDOREDUCTASE,N,0.145,0.169,T,Y,A,383,16-AUG-18,NA
6EH4,1.3,IMMUNESYSTEM,N,0.160,0.191,T,Y,D,448,12-SEP-17,NA
6EIO,0.84,ANTIFREEZEPROTEIN,N,0.116,0.128,T,Y,A,222,19-SEP-17,NA
6EKG,1.1,METALBINDINGPROTEIN,N,0.155,0.172,T,Y,Y,121,26-SEP-17,NA
6EKZ,1.1,OXIDOREDUCTASE,N,0.159,0.163,T,Y,A,325,27-SEP-17,NA
6ELM,1.1,STRUCTURALGENOMICS,N,0.140,0.168,T,Y,A,98,29-SEP-17,NA
6ELV,1.1,OXIDOREDUCTASE,N,0.148,0.161,T,Y,A,134,29-SEP-17,NA
6ELW,1.3,OXIDOREDUCTASE,N,0.125,0.155,T,Y,NA,164,29-SEP-17,NA
6ENP,1,HYDROLASE,N,0.123,0.145,T,Y,A,128,05-OCT-17,NA
6ENS,1.3,SIGNALINGPROTEIN,N,0.127,0.168,T,Y,A,185,06-OCT-17,NA
6EQE,0.92,HYDROLASE,N,0.101,0.110,T,Y,A,265,12-OCT-17,NA
6ESM,1.1,HYDROLASE,Y,0.157,0.172,T,Y,A,158,23-OCT-17,NA
6ET6,1.2,ANTIMICROBIALPROTEIN,N,0.149,0.169,T,Y,A,149,25-OCT-17,NA
6ETL,0.85,HYDROLASE,N,NULL,0.122,T,Y,A,124,27-OCT-17,NA
6EUW,1,RNABINDINGPROTEIN,N,0.141,0.164,T,Y,A,156,31-OCT-17,NA
6EVG,1.1,OXIDOREDUCTASE,N,0.126,0.149,F,Y,A,444,01-NOV-17,NA
6EVH,0.9,ANTIBIOTIC,N,NULL,NULL,T,Y,A,4,01-NOV-17,NA
6EXX,1.1,RNABINDINGPROTEIN,N,0.144,0.163,T,Y,A,79,10-NOV-17,NA
6EXZ,1.3,TRANSPORTPROTEIN,N,0.171,0.207,T,Y,A,69,10-NOV-17,NA
6EY1,1.2,OXIDOREDUCTASE,N,0.123,0.138,T,Y,A,211,10-NOV-17,NA
6F8B,1.3,HYDROLASE,N,0.144,0.159,F,Y,A,298,12-DEC-17,NA
6F9O,1.1,HYDROLASE,N,0.111,0.132,T,Y,A,309,15-DEC-17,NA
6FC0,1.3,TRANSLATION,Y,0.165,0.201,T,Y,A,269,20-DEC-17,NA
6FEX,1.3,TRANSFERASE,N,0.139,0.174,T,Y,A,289,03-JAN-18,NA
6FF1,1.3,CHAPERONE,N,0.144,0.172,T,Y,A,69,03-JAN-18,NA
6FG4,1.1,PROTEINFIBRIL,N,0.163,0.194,T,Y,A,6,09-JAN-18,NA
6FG8,1.3,PROTEINBINDING,Y,0.153,0.184,T,Y,A,377,10-JAN-18,NA
6FGG,1.1,TRANSCRIPTION,Y,0.147,0.155,T,Y,A,101,10-JAN-18,NA
6FI2,1.2,LYASE,N,0.140,0.166,T,Y,A,375,16-JAN-18,NA
6FIH,1.1,PLANTPROTEIN,N,0.160,0.183,T,Y,A,379,18-JAN-18,NA
6FJ7,1.1,PROTEINBINDING,N,0.155,0.195,T,Y,A,80,21-JAN-18,NA
6FJN,0.97,VIRALPROTEIN,N,0.183,0.195,T,Y,A,184,22-JAN-18,NA
6FM7,1,HYDROLASE,N,0.117,0.136,T,Y,A,356,30-JAN-18,NA
6FMB,1.3,RNABINDINGPROTEIN,N,0.145,0.176,T,Y,A,98,30-JAN-18,NA
6FMC,0.9,SIGNALINGPROTEIN,Y,0.110,0.132,T,Y,A,158,30-JAN-18,NA
6FNK,1,TRANSFERASE,N,0.196,0.220,T,Y,A,274,04-FEB-18,NA
6FRE,1.2,SPLICING,N,0.176,0.188,T,Y,A,154,15-FEB-18,NA
6FSG,1.3,ELECTRONTRANSPORT,N,0.152,0.171,T,Y,A,147,19-FEB-18,NA
6FSN,1.2,TRANSFERASE,N,0.211,0.227,T,Y,A,276,19-FEB-18,NA
6FT2,1.3,TRANSPORTPROTEIN,Y,0.181,0.202,T,Y,A,236,20-FEB-18,NA
6FTF,1.1,SIGNALINGPROTEIN,N,0.151,0.160,T,Y,B,291,21-FEB-18,NA
6FUC,1.2,TRANSFERASE,N,0.139,0.169,T,Y,A,270,26-FEB-18,NA
6FVI,1,CELLCYCLE,N,0.137,0.152,T,Y,A,139,02-MAR-18,NA
6FYJ,1.3,OXIDOREDUCTASE,Y,0.174,0.193,T,Y,A,417,12-MAR-18,NA
6GBI,1.3,STRUCTURALPROTEIN,N,0.162,0.165,T,Y,A,104,14-APR-18,NA
6GEH,1.1,METALTRANSPORT,N,0.146,0.174,T,Y,A,256,26-APR-18,NA
6GG1,1.3,CYTOKINE,N,0.168,0.183,T,Y,A,145,02-MAY-18,NA
6GGP,1,TRANSPORTPROTEIN,N,0.138,0.171,T,Y,NA,212,03-MAY-18,NA
6GHT,1.1,TRANSPORTPROTEIN,Y,0.161,0.187,T,Y,A,261,09-MAY-18,NA
6GKE,1.1,SUGARBINDINGPROTEIN,Y,0.118,0.128,T,Y,A,309,19-MAY-18,NA
6GLD,1.1,DNA,N,0.150,0.158,F,Y,B,10,23-MAY-18,NA
6GLH,1.2,HYDROLASE,Y,0.194,0.201,T,Y,A,154,23-MAY-18,NA
6GNA,1.3,OXIDOREDUCTASE,N,0.177,0.201,T,Y,A,284,30-MAY-18,NA
6GPU,1.2,FLAVOPROTEIN,N,0.134,0.164,T,Y,A,115,07-JUN-18,NA
6GUX,1.3,PROTONTRANSPORT,N,0.141,0.172,T,Y,A,240,19-JUN-18,NA
6GV3,1.2,TRANSFERASE,N,0.192,0.216,T,Y,A,156,20-JUN-18,NA
6GVD,1.2,HYDROLASE,Y,0.151,0.188,T,Y,A,531,20-JUN-18,NA
6GX2,1.1,TRANSFERASE,Y,0.113,0.134,T,Y,NA,297,26-JUN-18,NA
6GY5,1.1,LIGASE,Y,0.154,0.172,T,Y,A,296,28-JUN-18,NA
6GZ8,1,STRUCTURALPROTEIN,N,0.135,0.154,T,Y,A,133,03-JUL-18,NA
6H0M,1.3,OXIDOREDUCTASE,Y,0.127,0.147,T,Y,A,257,10-JUL-18,NA
6H10,1.1,OXIDOREDUCTASE,N,0.121,0.133,T,Y,A,330,10-JUL-18,NA
6H17,1.3,CYTOSOLICPROTEIN,N,NULL,0.163,T,Y,A,193,11-JUL-18,NA
6H26,1.3,ISOMERASE,N,0.153,0.187,T,Y,A,243,13-JUL-18,NA
6H40,1.1,TRANSFERASE,N,0.109,0.120,T,Y,A,220,20-JUL-18,NA
6HAV,1.1,OXIDOREDUCTASE,N,0.119,0.134,T,Y,A,342,08-AUG-18,NA
6HER,1.2,PROTEINBINDING,Y,0.170,0.195,T,Y,A,227,20-AUG-18,NA
6HFQ,1.1,BIOSYNTHETICPROTEIN,N,0.126,0.137,T,Y,A,361,21-AUG-18,NA
6HHM,1.2,HYDROLASE,N,0.136,0.153,T,Y,A,459,28-AUG-18,NA
6HMQ,0.97,TRANSFERASE,N,0.120,0.132,T,Y,A,327,12-SEP-18,NA
6HPH,1.1,HYDROLASE,Y,0.129,0.163,T,Y,A,418,20-SEP-18,NA
6HQC,1.3,PROTEINFIBRIL,N,0.150,0.197,T,Y,A,116,24-SEP-18,NA
6HR0,1,ELECTRONTRANSPORT,N,NULL,0.178,T,Y,A,90,26-SEP-18,NA
6HSA,0.92,BIOSYNTHETICPROTEIN,N,0.102,0.120,T,Y,A,145,29-SEP-18,NA
6HUR,1.3,TRANSPORTPROTEIN,N,NULL,0.171,T,Y,A,428,09-OCT-18,NA
6HXU,1.2,IMMUNESYSTEM,Y,NULL,NULL,T,Y,A,182,18-OCT-18,NA
6HY3,1.3,HYDROLASE,N,0.150,0.169,T,Y,A,269,19-OCT-18,NA
6HYN,1.1,SIGNALINGPROTEIN,N,0.168,0.185,T,Y,NA,132,22-OCT-18,NA
6HYO,1.1,SIGNALINGPROTEIN,N,0.143,0.161,T,Y,NA,131,22-OCT-18,NA
6HZR,1.2,PEPTIDEBINDINGPROTEIN,N,0.208,0.226,T,Y,A,504,23-OCT-18,NA
6I03,1,ISOMERASE,N,0.153,0.175,T,Y,A,219,24-OCT-18,NA
6I05,1.2,CELLCYCLE,N,0.155,0.171,T,Y,A,76,25-OCT-18,NA
6I4E,1.2,CONTRACTILEPROTEIN,N,0.137,0.157,T,Y,A,473,09-NOV-18,NA
6IGG,1,PLANTPROTEIN,N,0.117,0.136,T,Y,A,170,25-SEP-18,NA
6IH0,1.2,HYDROLASE/HYDROLASEINHIBITOR,Y,0.165,0.182,F,Y,A,267,27-SEP-18,NA
6IIY,1.3,OXIDOREDUCTASE,N,0.163,0.182,T,Y,A,237,08-OCT-18,NA
6ITA,1.2,SIGNALINGPROTEIN,N,0.204,0.232,T,Y,A,189,20-NOV-18,NA
6IUX,1.2,HYDROLASE,N,0.160,0.183,T,Y,A,358,01-DEC-18,NA
6J2M,1.1,ISOMERASE,N,0.126,0.145,T,Y,A,111,01-JAN-19,NA
6J2U,1.3,OXIDOREDUCTASE,N,0.981,0.172,F,Y,A,345,03-JAN-19,NA
6J60,0.96,RNABINDINGPROTEIN,N,0.235,0.248,T,Y,NA,9,12-JAN-19,NA
6J6V,1.2,TRANSCRIPTION,N,0.134,0.151,T,Y,A,94,16-JAN-19,NA
6J93,0.95,HYDROLASE,N,0.134,0.153,T,Y,A,196,21-JAN-19,NA
6JB9,1.1,IMMUNESYSTEM,N,0.102,0.129,T,Y,A,128,25-JAN-19,NA
6JGJ,0.78,FLUORESCENTPROTEIN,N,NULL,0.125,T,Y,A,227,14-FEB-19,NA
6JK2,1.1,SUGARBINDINGPROTEIN,N,0.137,0.158,F,Y,A,40,27-FEB-19,NA
6JK4,1.1,ANTIFREEZEPROTEIN,N,0.155,0.174,T,Y,A,126,27-FEB-19,NA
6JPT,0.96,CHAPERONE,N,0.136,0.146,T,Y,A,121,27-MAR-19,NA
6JSA,1.3,HEME-BINDINGPROTEIN,N,0.162,0.180,T,Y,A,165,08-APR-19,NA
6JV0,1.1,HYDROLASE,N,0.174,0.192,T,Y,A,273,15-APR-19,NA
6K4X,1.2,HYDROLASE,Y,0.130,0.151,T,Y,A,260,27-MAY-19,NA
6KBX,1.2,DNABINDINGPROTEIN,Y,0.156,0.165,F,Y,B,230,26-JUN-19,NA
6KBY,1.1,HYDROLASE,Y,0.169,0.181,F,Y,A,362,26-JUN-19,NA
6KFN,0.89,LYASE,N,0.106,0.122,T,Y,A,298,08-JUL-19,NA
6KGI,1,LIGASE,N,0.190,0.202,F,Y,B,86,11-JUL-19,NA
6KJ1,0.65,RNABINDINGPROTEIN,N,0.230,0.240,F,Y,A,6,20-JUL-19,NA
6KJ2,0.67,RNABINDINGPROTEIN,N,0.236,0.244,F,Y,A,6,20-JUL-19,NA
6KJ3,0.6,RNABINDINGPROTEIN,N,0.308,0.326,F,Y,A,6,20-JUL-19,NA
6KJ4,0.65,RNABINDINGPROTEIN,N,0.266,0.296,F,Y,A,6,20-JUL-19,NA
6M43,1.2,HYDROLASE,N,0.176,0.182,T,Y,A,190,05-MAR-20,NA
6M7K,1.1,OXIDOREDUCTASE,Y,0.143,0.157,T,Y,A,321,20-AUG-18,NA
6M7M,1.1,PROTEINFIBRIL,N,0.202,0.236,F,Y,NA,6,20-AUG-18,NA
6M8M,1.2,SUGARBINDINGPROTEIN,N,0.141,0.159,T,Y,NA,177,22-AUG-18,NA
6M9I,0.9,PROTEINFIBRIL,N,0.219,0.232,F,Y,A,6,23-AUG-18,NA
6M9J,0.9,PROTEINFIBRIL,N,0.234,0.252,F,Y,A,6,23-AUG-18,NA
6MAP,1.1,SUGARBINDINGPROTEIN/INHIBITOR,Y,0.201,0.217,T,Y,B,154,28-AUG-18,NA
6MC2,1.1,DNA,N,0.108,0.137,T,Y,AB,18,30-AUG-18,NA
6MM2,1,SIGNALINGPROTEIN,N,NULL,0.163,T,Y,A,99,28-SEP-18,NA
6MRR,1.2,DENOVOPROTEIN,N,0.150,0.182,T,Y,A,68,15-OCT-18,NA
6MU0,1.1,ISOMERASE,N,0.135,0.149,T,Y,A,151,22-OCT-18,NA
6MU9,0.97,LIGASE,N,0.102,0.111,T,Y,A,263,22-OCT-18,NA
6MVZ,0.83,ANTIBIOTIC,N,NULL,NULL,F,Y,A,2,29-OCT-18,NA
6MW0,0.78,ANTIBIOTIC,N,NULL,NULL,T,Y,NA,1,29-OCT-18,NA
6MW1,0.77,ANTIBIOTIC,N,NULL,NULL,F,Y,A,2,29-OCT-18,NA
6MW2,0.77,ANTIBIOTIC,N,NULL,NULL,F,Y,A,1,29-OCT-18,NA
6MWS,1.2,OXIDOREDUCTASE,N,0.149,0.172,T,Y,A,108,30-OCT-18,NA
6MYE,1.1,CELLADHESION,Y,0.198,0.205,T,Y,A,104,01-NOV-18,NA
6N1B,1.3,HYDROLASE,N,0.147,0.162,T,Y,A,385,08-NOV-18,NA
6N2U,1.3,IMMUNESYSTEM,N,0.191,0.223,T,Y,A,69,14-NOV-18,NA
6N3D,1.1,PEPTIDEBINDINGPROTEIN,N,0.129,0.160,T,Y,A,96,15-NOV-18,NA
6N4L,1.1,OXIDOREDUCTASE,N,0.146,0.157,T,Y,A,283,19-NOV-18,NA
6N59,1,OXIDOREDUCTASE,N,0.114,0.132,T,Y,A,571,21-NOV-18,NA
6N9H,1,DENOVOPROTEIN,N,0.197,0.214,T,Y,A,75,03-DEC-18,NA
6NB9,1.1,PROTEINFIBRIL,N,0.202,0.246,F,Y,A,14,06-DEC-18,NA
6NE2,1.3,BIOSYNTHETICPROTEIN/SIGNALINGPROTEIN,Y,0.163,0.184,T,Y,B,312,15-DEC-18,NA
6NFR,1,METALBINDINGPROTEIN,N,0.150,0.172,T,Y,A,97,20-DEC-18,NA
6NIB,1.2,HYDROLASE,N,0.112,0.137,T,Y,A,345,27-DEC-18,NA
6NIZ,0.93,DNA,N,0.083,0.091,F,Y,AB,12,02-JAN-19,NA
6NMW,1.2,ONCOPROTEIN,N,0.173,0.183,T,Y,A,63,12-JAN-19,NA
6NP3,1.1,TRANSFERASE,N,0.128,0.139,T,Y,A,268,17-JAN-19,NA
6NXY,1.1,ISOMERASE,N,0.166,0.171,T,Y,A,251,10-FEB-19,NA
6O40,1.2,ANTIVIRALPROTEIN,N,0.177,0.186,F,Y,A,86,27-FEB-19,NA
6O54,1.2,HYDROLASEVIRALPROTEIN,N,0.149,0.164,T,Y,X,99,01-MAR-19,NA
6O5I,1.2,PROTEINBINDING,Y,0.128,0.164,T,Y,A,466,03-MAR-19,NA
6ODG,1,PROTEINFIBRIL,N,0.247,0.266,F,Y,AB,12,26-MAR-19,NA
6OHK,1.2,ELECTRONTRANSPORT,N,0.152,0.164,T,Y,A,170,05-APR-19,NA
6OIZ,1.1,PROTEINFIBRIL,N,0.196,0.213,F,Y,A,15,10-APR-19,NA
6P0I,1.2,SIGNALINGPROTEIN/INHIBITOR,Y,0.127,0.147,T,Y,B,169,17-MAY-19,NA
6P2L,1.1,HYDROLASE,N,0.119,0.140,T,Y,A,685,21-MAY-19,NA
6P7Z,1.2,TRANSFERASE/TRANSFERASEINHIBITOR,N,0.182,0.198,T,Y,A,425,06-JUN-19,NA
6PO6,1,UNKNOWNFUNCTION,N,NULL,NULL,F,Y,A,3,03-JUL-19,NA
6PSA,1.3,VIRALPROTEIN/INHIBITOR,Y,0.180,0.217,F,Y,H,45,12-JUL-19,NA
6PVJ,1.3,BIOSYNTHETICPROTEIN,Y,0.155,0.175,T,Y,A,444,20-JUL-19,NA
6PWS,1,SUGARBINDINGPROTEIN,N,0.115,0.128,T,Y,A,129,23-JUL-19,NA
6PYM,1.2,HYDROLASE,N,0.159,0.165,F,Y,A,213,30-JUL-19,NA
6PZD,1.1,VIRALPROTEIN,N,0.113,0.128,T,Y,A,386,31-JUL-19,NA
6Q1M,1.2,REPLICATION,N,0.158,0.166,T,Y,A,119,05-AUG-19,NA
6Q4G,0.98,CELLCYCLE,Y,0.191,0.211,T,Y,A,282,05-DEC-18,NA
6Q5O,1,DENOVOPROTEIN,N,0.170,0.212,T,Y,A,30,09-DEC-18,NA
6Q5Q,1.1,DENOVOPROTEIN,N,0.135,0.147,T,Y,A,32,09-DEC-18,NA
6Q6T,0.94,ELECTRONTRANSPORT,N,0.158,0.166,T,Y,A,110,11-DEC-18,NA
6Q7D,0.98,TRANSFERASE,N,0.186,0.207,T,Y,A,275,13-DEC-18,NA
6QAZ,1,UNKNOWNFUNCTION,N,0.123,0.150,T,Y,A,128,20-DEC-18,NA
6QDI,1.1,SUGARBINDINGPROTEIN,N,0.148,0.171,T,Y,A,294,01-JAN-19,NA
6QHJ,1.3,SIGNALINGPROTEIN,N,0.125,0.141,T,Y,A,252,16-JAN-19,NA
6QTS,1.1,PLANTPROTEIN,Y,0.128,0.148,T,Y,A,305,25-FEB-19,NA
6QU6,1,VIRALPROTEIN,Y,0.137,0.148,T,Y,A,189,26-FEB-19,NA
6QW8,1.1,ANTIMICROBIALPROTEIN,Y,0.116,0.131,T,Y,A,261,05-MAR-19,NA
6QXU,1.2,TRANSFERASE/TRANSFERASEINHIBITOR,Y,0.190,0.213,T,Y,A,209,08-MAR-19,NA
6R2W,1.3,HYDROLASE,Y,0.171,0.194,T,Y,L,592,19-MAR-19,NA
6R8R,1.3,HYDROLASE,Y,0.149,0.178,T,Y,A,362,02-APR-19,NA
6RA7,1.2,TRANSFERASE,Y,NULL,NULL,T,Y,A,300,05-APR-19,NA
6RI6,0.93,OXIDOREDUCTASE,N,0.106,0.117,T,Y,A,498,23-APR-19,NA
6RNV,1.3,PHOTOSYNTHESIS,N,0.154,0.186,T,Y,NA,268,09-MAY-19,NA
6RRV,1.1,NUCLEARPROTEIN,N,0.118,0.142,T,Y,A,127,20-MAY-19,NA
6RU3,1.3,IMMUNESYSTEM,N,0.189,0.204,T,Y,C,124,27-MAY-19,NA
6RVQ,1.1,CELLCYCLE,N,0.208,0.214,F,Y,A,308,31-MAY-19,NA
6RYG,0.97,IMMUNESYSTEM,N,0.135,0.139,T,Y,A,116,10-JUN-19,NA
6S07,1,TRANSFERASE,Y,0.173,0.180,T,Y,A,319,14-JUN-19,NA
6S2M,0.72,LIPIDBINDINGPROTEIN,N,0.104,0.111,T,Y,A,131,21-JUN-19,NA
6SA5,1.3,IMMUNESYSTEM,N,0.156,0.188,T,Y,A,107,16-JUL-19,NA
6SAO,1.2,HYDROLASE,N,0.111,0.134,T,Y,A,438,17-JUL-19,NA
6SBN,1.1,HYDROLASE,N,0.108,0.137,T,Y,A,263,22-JUL-19,NA
6SID,1.1,VIRUSLIKEPARTICLE,N,NULL,0.151,T,Y,A,83,09-AUG-19,NA
6SL9,1.3,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA
6SP9,1.2,TRANSFERASE,Y,0.221,0.235,T,Y,A,348,31-AUG-19,NA
6SPO,1.2,TRANSLATION,Y,0.138,0.167,T,Y,A,544,02-SEP-19,NA
6SSD,1.2,TRANSFERASE,N,0.112,0.129,T,Y,A,424,06-SEP-19,NA
6SX1,1.3,STRUCTURALPROTEIN,N,NULL,NULL,T,Y,A,79,24-SEP-19,NA
6SYV,1.1,HYDROLASE,N,0.163,0.182,T,Y,A,402,01-OCT-19,NA
6T2T,1.3,TRANSFERASE,N,0.157,0.164,T,Y,A,229,09-OCT-19,NA
6T6C,1.3,HYDROLASE,Y,NULL,0.134,T,Y,A,128,18-OCT-19,NA
6TD0,0.99,ANTIMICROBIALPROTEIN,N,0.139,0.153,T,Y,A,270,07-NOV-19,NA
6TGK,1.3,LIGASE,N,0.180,0.207,T,Y,C,105,16-NOV-19,NA
6TIW,1.1,CELLCYCLE,N,NA,NA,F,N,K,1201,22-NOV-19,NA
6TM3,1.1,OXIDOREDUCTASE,N,0.114,0.127,T,Y,A,289,03-DEC-19,NA
6TOV,0.77,ANTIBIOTIC,N,0.097,0.114,F,Y,A,0,12-DEC-19,NA
6TTN,1.1,OXIDOREDUCTASE,Y,0.127,0.146,T,Y,A,300,29-DEC-19,NA
6TVE,1.1,HYDROLASE,N,0.118,0.133,T,Y,P,524,09-JAN-20,NA
6TVI,1,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA
6U97,1.1,ELECTRONTRANSPORT,N,0.128,0.153,T,Y,A,82,06-SEP-19,NA
6UKF,1,HYDROLASE/DNA,Y,0.155,0.166,T,Y,X,282,04-OCT-19,NA
6UMU,1.2,IMMUNESYSTEM,N,0.154,0.164,T,Y,A,112,10-OCT-19,NA
6UO3,1.1,HYDROLASE/HYDROLASEINHIBITOR,N,0.184,0.190,T,Y,A,359,14-OCT-19,NA
6UOF,1.2,TRANSCRIPTION,N,0.168,0.186,T,Y,A,114,14-OCT-19,NA
6UYR,1.3,NUCLEARPROTEIN/PROTEINBINDING,Y,0.157,0.173,T,Y,A,90,14-NOV-19,NA
6VCX,1.1,TRANSFERASE,N,0.111,0.135,T,Y,A,386,23-DEC-19,NA
6XUR,1.1,RNA,N,0.155,0.180,F,Y,NA,11,21-JAN-20,NA
6XY7,1.1,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA
6Y1J,1.1,PEPTIDEBINDINGPROTEIN,Y,0.170,0.183,T,Y,A,241,12-FEB-20,NA
7A3H,0.95,HYDROLASE,N,NULL,0.130,T,Y,A,300,05-AUG-98,NA
7FD1,1.3,ELECTRONTRANSPORT,N,NULL,NULL,T,N,A,106,11-DEC-98,NA
