PDB,RES,CLASS,COMPLEX,RVALUE,RFREE,STRUCFAC,CHAINS,DATE,COMMENTS
5IQX,1.1,HEMEBINDINGPROTEIN,N,0.113,0.129,Y,A,11-MAR-16,NA
5ITW,1.2,OXIDOREDUCTASE,N,0.139,0.163,Y,ABCD,17-MAR-16,NA
5IVN,1,PEPTIDEBINDINGPROTEIN,Y,0.129,0.150,Y,A,21-MAR-16,NA
5IVT,1.1,HYDROLASE/INHIBITOR,Y,0.184,0.193,Y,AB,21-MAR-16,NA
5IWH,1.1,HYDROLASE,N,0.140,0.169,Y,A,22-MAR-16,NA
5IWU,1.3,TRANSFERASE/ANTIBIOTIC,Y,0.159,0.171,Y,A,22-MAR-16,NA
5IY2,1.1,HYDROLASE,N,0.137,0.161,Y,AB,23-MAR-16,NA
5IYP,1.3,VIRALPROTEIN,Y,0.136,0.159,Y,AB,24-MAR-16,NA
5IZ3,1.3,HYDROLASE,N,0.161,0.191,Y,A,24-MAR-16,NA
5J0D,1.1,TRANSCRIPTION,Y,0.179,0.197,Y,A,28-MAR-16,NA
5J0F,1.3,OXIDOREDUCTASE,N,0.131,0.170,Y,NA,28-MAR-16,NA
5J1N,1.1,TRANSFERASE,N,0.162,0.179,Y,A,29-MAR-16,NA
5J41,1.2,TRANSFERASE/TRANSFERASEINHIBITOR,N,0.164,0.186,Y,AB,31-MAR-16,NA
5J4L,1.1,HYDROLASE,N,0.125,0.145,Y,A,01-APR-16,NA
5J4U,1.2,TRANSFERASE,N,0.170,0.181,Y,A,01-APR-16,NA
5J6Y,1,CELLADHESION,N,0.156,0.164,Y,A,05-APR-16,NA
5J80,1.2,CHAPERONE,N,0.180,0.191,Y,A,07-APR-16,NA
5J93,1.1,OXIDOREDUCTASE,N,0.130,0.143,Y,A,08-APR-16,NA
5JB9,1.3,HYDROLASE,Y,0.152,0.176,Y,E,13-APR-16,NA
5JBX,1.1,LYASE,Y,0.126,0.145,Y,ABC,14-APR-16,NA
5JDK,1,DNABINDINGPROTEIN,N,0.170,0.179,Y,A,17-APR-16,NA
5JDT,1,HYDROLASE,N,0.115,0.130,Y,A,17-APR-16,NA
5JE7,1.1,LYASE,Y,0.122,0.144,Y,B,17-APR-16,NA
5JEG,1.2,LYASE,Y,0.133,0.156,Y,B,18-APR-16,NA
5JEH,1.1,LYASE,Y,0.130,0.159,Y,B,18-APR-16,NA
5JEI,1.2,TRANSPORTPROTEIN,Y,0.122,0.147,Y,A,18-APR-16,NA
5JEP,1.2,LYASE,Y,0.124,0.148,Y,B,18-APR-16,NA
5JES,1.2,LYASE,Y,0.122,0.147,Y,B,18-APR-16,NA
5JEU,0.97,DNA,N,0.113,0.127,Y,A,19-APR-16,NA
5JEV,0.99,DNA,N,0.124,0.141,Y,A,19-APR-16,NA
5JG3,1.2,LYASE,Y,0.132,0.152,Y,B,19-APR-16,NA
5JG5,1.2,LYASE,Y,0.121,0.141,Y,B,19-APR-16,NA
5JGT,1.1,LYASE,Y,0.120,0.138,Y,B,20-APR-16,NA
5JH8,1,HYDROLASE,N,0.131,0.148,Y,A,20-APR-16,NA
5JIG,1,HYDROLASE,N,0.143,0.167,Y,NA,22-APR-16,NA
5JJ2,1.3,HYDROLASE,N,0.162,0.180,Y,A,22-APR-16,NA
5JK4,1.1,TRANSPORTPROTEIN,N,0.103,0.125,Y,A,25-APR-16,NA
5JP7,1.3,ELECTRONTRANSPORT,N,NULL,NULL,Y,A,03-MAY-16,NA
5JQF,0.85,UNKNOWNFUNCTION,N,0.130,0.153,Y,AB,04-MAY-16,NA
5JQN,1.2,HYDROLASE,N,0.175,0.183,Y,A,05-MAY-16,NA
5JRY,1.2,OXIDOREDUCTASE,N,0.113,0.130,Y,A,06-MAY-16,NA
5JSK,0.95,OXIDOREDUCTASE,N,0.111,0.120,Y,A,08-MAY-16,NA
5JSL,1.3,ELECTRONTRANSPORT,N,0.146,0.179,Y,A,08-MAY-16,NA
5JTS,1.1,HYDROLASE,N,0.140,0.163,Y,A,09-MAY-16,NA
5JUG,0.96,HYDROLASE,N,0.123,0.141,Y,A,10-MAY-16,NA
5JVE,1.1,ELECTRONTRANSPORT,N,0.153,0.181,Y,A,11-MAY-16,NA
5JXM,1.1,TRANSFERASE,N,0.179,0.211,Y,A,13-MAY-16,NA
5JZQ,0.78,DNA,N,0.138,0.143,Y,AB,17-MAY-16,NA
5K1L,1.1,OXIDOREDUCTASE,Y,0.152,0.177,Y,AB,18-MAY-16,NA
5K26,1.2,TRANSFERASE,N,0.139,0.168,Y,NA,18-MAY-16,NA
5K2E,1,PROTEINFIBRIL,N,0.156,0.194,Y,NA,18-MAY-16,NA
5K2F,1,PROTEINFIBRIL,N,0.222,0.242,Y,NA,18-MAY-16,NA
5K2G,1.1,PROTEINFIBRIL,N,0.190,0.224,Y,NA,18-MAY-16,NA
5K2H,1.1,PROTEINFIBRIL,N,0.178,0.186,Y,NA,18-MAY-16,NA
5K2L,1.2,HYDROLASE,N,0.141,0.180,Y,A,19-MAY-16,NA
5K34,1.1,PROTEINBINDING,N,0.174,0.191,Y,A,19-MAY-16,NA
5K6D,1.1,UNKNOWNFUNCTION,N,0.168,0.174,Y,AB,24-MAY-16,NA
5K7N,1.1,PROTEINFIBRIL,N,0.211,0.223,Y,Z,26-MAY-16,NA
5K86,1.1,STRUCTURALPROTEIN,N,0.132,0.159,Y,ABC,27-MAY-16,NA
5K87,1.2,ISOMERASE,N,0.164,0.182,Y,AB,27-MAY-16,NA
5K8H,1.1,RNA,N,0.106,0.108,Y,A,30-MAY-16,NA
5K8S,1.1,TRANSFERASE,N,0.199,0.218,Y,AB,31-MAY-16,NA
5K91,1.2,OXIDOREDUCTASE,N,0.192,0.222,Y,ABCD,31-MAY-16,NA
5K9B,1.2,ELECTRONTRANSPORT,N,0.150,0.168,Y,A,31-MAY-16,NA
5KAR,1.1,HYDROLASE,N,0.136,0.152,Y,A,02-JUN-16,NA
5KB6,1.2,TRANSFERASE,N,0.142,0.159,Y,AB,02-JUN-16,NA
5KCP,1.1,OXIDOREDUCTASE,Y,0.118,0.138,Y,AB,06-JUN-16,NA
5KJ1,1.2,OXIDOREDUCTASE,Y,0.124,0.170,Y,AB,17-JUN-16,NA
5KJ6,1.1,OXIDOREDUCTASE,Y,0.137,0.164,Y,AB,17-JUN-16,NA
5KJC,1.2,OXIDOREDUCTASE,Y,0.129,0.168,Y,AB,18-JUN-16,NA
5KJE,1.3,OXIDOREDUCTASE,Y,0.124,0.144,Y,AB,18-JUN-16,NA
5KLA,1.1,RNA-BINDINGPROTEIN/RNA,N,0.162,0.174,Y,A,23-JUN-16,NA
5KP1,1.2,ISOMERASE,N,0.167,0.185,Y,ABCD,01-JUL-16,NA
5KTW,1.1,TRANSFERASE,Y,0.163,0.176,Y,ABC,12-JUL-16,NA
5KVS,1.3,OXIDOREDUCTASE,N,0.162,0.174,Y,AB,15-JUL-16,NA
5KWI,1.3,TRANSFERASE,N,0.166,0.176,Y,A,18-JUL-16,NA
5KWM,0.78,HYDROLASE,N,0.129,0.137,Y,A,18-JUL-16,NA
5KZ6,1.3,HYDROLASE,N,0.119,0.140,Y,AB,22-JUL-16,NA
5L00,1.3,RNA,N,0.210,0.239,Y,NA,26-JUL-16,NA
5L0N,1.3,TRANSFERASE/TRANSFERASEINHIBITOR,N,0.168,0.182,Y,A,27-JUL-16,NA
5L2V,1.1,CHITIN-BINDINGPROTEIN,N,0.129,0.145,Y,AB,02-AUG-16,NA
5L4L,1.2,OXIDOREDUCTASE,Y,0.127,0.149,Y,A,25-MAY-16,NA
5L77,1.2,HYDROLASE,N,0.131,0.160,Y,A,02-JUN-16,NA
5L87,0.87,MEMBRANEPROTEIN,N,0.130,0.145,Y,A,07-JUN-16,NA
5LDG,1.3,OXIDOREDUCTASE,Y,0.120,0.146,Y,A,26-JUN-16,NA
5LFW,1.3,DNA,N,0.142,0.171,Y,A,04-JUL-16,NA
5LHW,0.91,STRUCTURALPROTEIN,N,0.135,0.139,Y,A,13-JUL-16,NA
5LIT,1.3,DNA,N,0.123,0.167,Y,DCAB,15-JUL-16,NA
5LJP,1.1,ELECTRONTRANSPORT,N,0.161,0.176,Y,A,19-JUL-16,NA
5LKA,1.3,HYDROLASE,N,0.140,0.175,Y,A,21-JUL-16,NA
5LM6,1.2,HYDROLASE,Y,0.191,0.212,Y,BA,29-JUL-16,NA
5LP9,0.89,STRUCTURALPROTEIN,N,0.110,0.126,Y,A,12-AUG-16,NA
5LS7,1.2,LYASE,Y,0.115,0.137,Y,A,22-AUG-16,NA
5LSV,1.1,METALBINDINGPROTEIN,N,0.102,0.125,Y,A,05-SEP-16,NA
5LTR,1.2,FLUORESCENTPROTEIN,N,0.159,0.184,Y,A,07-SEP-16,NA
5LUN,1.1,OXIDOREDUCTASE,N,0.163,0.185,Y,ABCD,09-SEP-16,NA
5LVO,1.1,TRANSFERASE,Y,0.136,0.157,Y,A,14-SEP-16,NA
5LW3,1.2,ISOMERASE,N,0.145,0.160,Y,A,15-SEP-16,NA
5LWO,1.2,HYDROLASE,N,0.141,0.164,Y,A,18-SEP-16,NA
5LX6,1.3,TRANSFERASE,Y,0.208,0.213,Y,AB,20-SEP-16,NA
5LXX,1.3,TRANSCRIPTION,N,0.104,0.133,Y,AB,23-SEP-16,NA
5LY8,1.3,SUGARBINDINGPROTEIN,N,0.184,0.198,Y,A,26-SEP-16,NA
5LZG,1.1,TOXIN,Y,0.176,0.198,Y,ABCDE,29-SEP-16,NA
5M10,1.2,OXIDOREDUCTASE,N,0.132,0.165,Y,A,06-OCT-16,NA
5M17,1,HYDROLASE,N,0.117,0.130,Y,A,07-OCT-16,NA
5M1P,1.1,HYDROLASE,N,0.223,0.235,Y,AB,09-OCT-16,NA
5M2H,0.95,ANTIBIOTIC,Y,0.106,0.118,Y,AB,13-OCT-16,NA
5M2K,1,ANTIBIOTIC,Y,0.098,0.105,Y,AB,13-OCT-16,NA
5M2O,1.3,PROTEINBINDING,Y,0.136,0.154,Y,A,13-OCT-16,NA
5M2T,1,TRANSFERASE,N,0.118,0.137,Y,ABCDEF,13-OCT-16,NA
5M33,1.3,CELLADHESION,N,0.138,0.173,Y,AB,14-OCT-16,NA
5M4V,1.1,TOXIN,N,0.132,0.156,Y,A,19-OCT-16,NA
5M4Z,1.2,TRANSFERASE,Y,0.138,0.151,Y,AB,19-OCT-16,NA
5M5Z,1.3,TRANSFERASE,N,0.124,0.141,Y,A,23-OCT-16,NA
5MAS,0.84,ANTIBIOTIC,N,0.104,0.131,Y,A,04-NOV-16,NA
5MDU,1,TRANSCRIPTION,N,NULL,0.152,Y,A,13-NOV-16,NA
5MFA,1.2,OXIDOREDUCTASE,N,0.124,0.143,Y,A,17-NOV-16,NA
5MFO,1.3,DENOVOPROTEIN,N,0.160,0.178,Y,ABCDEF,18-NOV-16,NA
5MH2,1.3,SUGARBINDINGPROTEIN,N,0.147,0.182,Y,ABCD,22-NOV-16,NA
5MK9,0.92,SUGARBINDINGPROTEIN,N,0.109,0.122,Y,A,02-DEC-16,NA
5MR1,1.2,SIGNALINGPROTEIN,N,0.168,0.188,Y,A,21-DEC-16,NA
5MRX,0.85,RNA,N,0.159,0.168,Y,A,28-DEC-16,NA
5MSA,1.2,LYASE,N,0.145,0.178,Y,ABCD,02-JAN-17,NA
5MSO,1.2,OXIDOREDUCTASE,N,0.136,0.152,Y,A,05-JAN-17,NA
5MSZ,1.1,OXIDOREDUCTASE,N,0.134,0.154,Y,A,06-JAN-17,NA
5MU9,1.3,SUGARBINDINGPROTEIN,Y,0.148,0.183,Y,A,12-JAN-17,NA
5MWZ,1.3,DNABINDINGPROTEIN,Y,0.165,0.181,Y,A,20-JAN-17,NA
5MX9,1.1,TRANSFERASE,N,0.134,0.145,Y,A,22-JAN-17,NA
5N13,1.2,TRANSCRIPTION,N,0.143,0.156,Y,A,04-FEB-17,NA
5N3J,1.1,TRANSFERASE,Y,0.133,0.148,Y,A,08-FEB-17,NA
5N3V,1.1,HYDROLASE,Y,0.111,0.119,Y,E,09-FEB-17,NA
5N4T,1.2,HYDROLASE,Y,0.176,0.196,Y,AB,11-FEB-17,NA
5N5G,1.3,HYDROLASE,N,0.145,0.156,Y,A,14-FEB-17,NA
5N6F,1.1,TRANSFERASE,Y,0.137,0.153,Y,A,15-FEB-17,NA
5N8B,1,BIOTINBINDINGPROTEIN,N,0.139,0.155,Y,ABDG,23-FEB-17,NA
5N9H,1,CELLADHESION,N,0.082,0.096,Y,ABCM,24-FEB-17,NA
5NAI,1.1,HYDROLASE,Y,0.131,0.141,Y,A,28-FEB-17,NA
5NAT,1.2,HYDROLASE,Y,NULL,NULL,Y,A,28-FEB-17,NA
5NB4,1.1,PHOTOSYNTHESIS,N,0.149,0.184,Y,NA,01-MAR-17,NA
5NCG,1,CELLADHESION,Y,0.126,0.149,Y,AB,04-MAR-17,NA
5NE2,1.2,HYDROLASE,N,0.153,0.164,Y,AB,09-MAR-17,NA
5NFM,0.8,LIGASE,Y,0.122,0.132,Y,A,14-MAR-17,NA
5NG9,1.1,MEMBRANEPROTEIN,N,0.110,0.133,Y,A,17-MAR-17,NA
5NGG,1.2,HYDROLASE,N,0.122,0.146,Y,AB,17-MAR-17,NA
5NI3,1.3,FLUORESCENTPROTEIN,N,0.175,0.191,Y,A,23-MAR-17,NA
5NJ2,1.2,HYDROLASE,N,0.168,0.190,Y,AB,27-MAR-17,NA
5NJ9,1.3,HYDROLASE,N,0.151,0.182,Y,AC,28-MAR-17,NA
5NLD,0.96,SUGARBINDINGPROTEIN,N,0.137,0.149,Y,AB,04-APR-17,NA
5NLU,1.2,IMMUNESYSTEM,N,0.177,0.198,Y,A,05-APR-17,NA
5NMN,0.95,ANTIMICROBIALPROTEIN,N,0.156,0.154,Y,A,06-APR-17,NA
5NOA,1.3,HYDROLASE,N,0.123,0.148,Y,A,11-APR-17,NA
5NQ0,1.1,IMMUNESYSTEM,Y,0.190,0.209,Y,A,19-APR-17,NA
5NQI,0.85,RNA,N,0.174,0.170,Y,A,20-APR-17,NA
5NQO,1.1,COPPER-BINDINGPROTEIN,N,0.126,0.145,Y,A,20-APR-17,NA
5NR4,1.2,STRUCTURALPROTEIN,N,0.201,0.214,Y,AB,21-APR-17,NA
5NRH,1.3,LIGASE,N,0.148,0.190,Y,AB,23-APR-17,NA
5NSA,1.3,TRANSPORTPROTEIN,N,0.146,0.179,Y,A,25-APR-17,NA
5NVG,1.1,SIGNALINGPROTEIN,N,0.131,0.167,Y,A,04-MAY-17,NA
5NVJ,1.2,SIGNALINGPROTEIN,N,NULL,0.201,Y,AB,04-MAY-17,NA
5NW3,0.59,ELECTRONTRANSPORT,N,0.135,0.146,Y,A,04-MAY-17,NA
5NWP,1.1,CELLADHESION,N,0.118,0.143,Y,AB,08-MAY-17,NA
5NXZ,1.2,HYDROLASE,N,0.169,0.196,Y,A,11-MAY-17,NA
5NYK,1.1,OXIDOREDUCTASE,N,0.155,0.162,Y,A,11-MAY-17,NA
5NZO,1.3,OXIDOREDUCTASE,Y,0.198,0.241,Y,BA,14-MAY-17,NA
5O0S,1.2,HYDROLASE,N,0.140,0.163,Y,A,16-MAY-17,NA
5O0U,0.99,TOXIN,N,0.127,0.140,Y,A,17-MAY-17,NA
5O0Z,1.3,ANTIBIOTIC,Y,0.146,0.165,Y,AB,17-MAY-17,NA
5O15,1.2,LYASE,N,0.136,0.158,Y,AB,18-MAY-17,NA
5O2X,0.95,OXIDOREDUCTASE,N,0.116,0.127,Y,A,23-MAY-17,NA
5O3I,1.2,TRANSCRIPTION,Y,0.158,0.178,Y,A,23-MAY-17,NA
5O45,0.99,CELLCYCLE,Y,0.114,0.137,Y,A,26-MAY-17,NA
5O5S,1.2,CHAPERONE,N,0.155,0.176,Y,A,02-JUN-17,NA
5O6H,1.3,TRANSFERASE,Y,0.165,0.193,Y,AB,06-JUN-17,NA
5O7U,1.1,SUGARBINDINGPROTEIN,Y,0.105,0.129,Y,AB,09-JUN-17,NA
5O99,0.87,PROTEINBINDING,N,0.112,0.117,Y,BA,16-JUN-17,NA
5OAV,0.95,TRANSFERASE,N,0.142,0.160,Y,AC,23-JUN-17,NA
5OAZ,1,TRANSFERASE,N,0.146,0.163,Y,AB,25-JUN-17,NA
5OB1,1.2,TRANSFERASE,Y,0.120,0.141,Y,A,25-JUN-17,NA
5OBY,1.3,CHAPERONE,Y,0.142,0.161,Y,A,29-JUN-17,NA
5OD4,1.1,UNKNOWNFUNCTION,N,0.140,0.169,Y,A,04-JUL-17,NA
5OD9,1.1,DENOVOPROTEINHYDROLASE,N,NULL,NULL,Y,AB,05-JUL-17,NA
5OFK,1.2,HYDROLASE,Y,0.173,0.186,Y,A,11-JUL-17,NA
5OFS,1.1,METALBINDINGPROTEIN,N,0.126,0.145,Y,ABCD,11-JUL-17,NA
5OGJ,1.1,LYASE,N,0.134,0.155,Y,BA,13-JUL-17,NA
5OGN,1.1,LYASE,N,0.175,0.202,Y,AB,13-JUL-17,NA
5OGO,0.99,LYASE,N,0.127,0.148,Y,A,13-JUL-17,NA
5OGP,1.1,LYASE,N,0.125,0.150,Y,A,13-JUL-17,NA
5OHQ,1.1,TRANSCRIPTION,N,0.123,0.140,Y,A,17-JUL-17,NA
5OJ5,1.1,PHOTOSYNTHESIS,N,0.145,0.162,Y,A,20-JUL-17,NA
5OJC,1.3,OXIDOREDUCTASE,N,0.194,0.215,Y,A,21-JUL-17,NA
5OK4,1.3,OXIDOREDUCTASE,N,0.128,0.147,Y,A,25-JUL-17,NA
5OK6,1.3,PROTEINBINDING,Y,0.158,0.178,Y,AB,25-JUL-17,NA
5OKA,1.3,HYDROLASE,N,0.128,0.149,Y,ABCD,25-JUL-17,NA
5OL4,1.3,HYDROLASE,N,0.120,0.137,Y,A,26-JUL-17,NA
5OLR,1.1,LYASE,N,0.146,0.166,Y,ABC,28-JUL-17,NA
5ONK,1,HYDROLASE,N,0.167,0.187,Y,A,03-AUG-17,NA
5OPF,1.1,CARBOHYDRATE,N,0.141,0.152,Y,A,09-AUG-17,NA
5OQZ,0.81,UNKNOWNFUNCTION,N,0.085,0.091,Y,A,14-AUG-17,NA
5OTN,0.99,HYDROLASE,Y,0.121,0.133,Y,NA,22-AUG-17,NA
5OUO,1.1,LIPIDBINDINGPROTEIN,N,0.150,0.167,Y,A,24-AUG-17,NA
5OX8,1.3,FLUORESCENTPROTEIN,N,0.134,0.166,Y,A,06-SEP-17,NA
5OXA,1.2,FLUORESCENTPROTEIN,N,0.117,0.139,Y,A,06-SEP-17,NA
5OXC,1,FLUORESCENTPROTEIN,N,0.100,0.115,Y,A,06-SEP-17,NA
5OXZ,1.2,SPLICING,Y,0.138,0.156,Y,A,07-SEP-17,NA
5P99,1.2,TRANSFERASE,Y,0.147,0.177,Y,A,30-AUG-16,NA
5P9J,1.1,TRANSFERASE,N,0.210,0.224,Y,A,20-SEP-16,NA
5P9V,1,TRANSFERASE,Y,0.134,0.162,Y,A,19-OCT-16,NA
5PTI,1,HYDROLASEINHIBITOR,N,NULL,NULL,Y,A,05-OCT-84,NA
5Q22,1.2,CELLCYCLE,N,0.179,0.205,Y,A,15-MAY-17,NA
5QI7,1.1,TRANSFERASE,N,0.139,0.163,Y,A,21-MAY-18,NA
5QIF,1.2,OXIDOREDUCTASE,N,0.164,0.183,Y,A,22-MAY-18,NA
5QU2,1,SIGNALINGPROTEIN,Y,0.168,0.205,Y,AB,28-JAN-20,NA
5QU3,1,SIGNALINGPROTEIN,N,0.165,0.189,Y,AB,28-JAN-20,NA
5QU5,1.1,SIGNALINGPROTEIN,N,0.155,0.208,Y,AB,13-DEC-19,NA
5QU8,0.93,SIGNALINGPROTEIN,N,0.151,0.182,Y,A,28-JAN-20,NA
5SUI,1.3,PROTEINBINDING,N,0.130,0.162,Y,A,03-AUG-16,NA
5SV5,1,HYDROLASE,N,0.133,0.148,Y,A,04-AUG-16,NA
5SVY,1.1,TRANSCRIPTION,Y,0.123,0.147,Y,A,08-AUG-16,NA
5SY4,0.98,CHAPERONE,N,0.114,0.127,Y,AB,10-AUG-16,NA
5SY9,1.1,PROTEINBINDING,N,0.118,0.137,Y,A,10-AUG-16,NA
5SYA,1.1,PROTEINBINDING,N,0.114,0.128,Y,A,10-AUG-16,NA
5SZC,1.2,PEPTIDEBINDINGPROTEIN,N,0.149,0.167,Y,A,13-AUG-16,NA
5T39,1.1,TRANSFERASE,N,0.138,0.154,Y,A,25-AUG-16,NA
5T5L,1.2,SUGARBINDINGPROTEIN,Y,0.108,0.130,Y,AB,31-AUG-16,NA
5T74,1.2,TRANSFERASE,Y,0.155,0.169,Y,A,02-SEP-16,NA
5TAB,1.3,TRANSCRIPTION,N,0.121,0.144,Y,A,09-SEP-16,NA
5TDA,0.79,LIGASE,Y,0.121,0.128,Y,A,19-SEP-16,NA
5TEG,1.3,TRANSFERASE,Y,0.191,0.210,Y,AB,21-SEP-16,NA
5TFQ,1.1,HYDROLASE,N,0.116,0.134,Y,A,26-SEP-16,NA
5TIF,0.97,HYDROLASE,N,0.123,0.137,Y,A,02-OCT-16,NA
5TKG,1.2,OXIDOREDUCTASE,N,0.114,0.140,Y,AB,06-OCT-16,NA
5TNV,1,ISOMERASE,N,NULL,0.137,Y,A,14-OCT-16,NA
5TOF,1.1,SIGNALINGPROTEIN,N,0.156,0.175,Y,A,17-OCT-16,NA
5TOG,1.1,SIGNALINGPROTEIN,N,0.104,0.121,Y,A,17-OCT-16,NA
5TOP,1.2,HYDROLASE/ANTIBIOTIC,N,0.128,0.146,Y,AB,18-OCT-16,NA
5TOQ,1.2,TRANSFERASE,N,0.158,0.174,Y,AB,18-OCT-16,NA
5TP0,1.3,HYDROLASE/HYDROLASEINHIBITOR,Y,0.119,0.137,Y,A,19-OCT-16,NA
5TQJ,1.3,SIGNALINGPROTEIN,N,0.141,0.172,Y,A,24-OCT-16,NA
5TRQ,1.3,OXIDOREDUCTASE,N,0.189,0.207,Y,AB,27-OCT-16,NA
5TSP,1.2,HYDROLASE,N,0.145,0.158,Y,AB,31-OCT-16,NA
5TVY,1,HYDROLASE,N,0.108,0.122,Y,AB,10-NOV-16,NA
5TWT,1.3,OXIDOREDUCTASE,N,0.135,0.145,Y,A,14-NOV-16,NA
5TXJ,1.1,DENOVOPROTEIN,N,0.146,0.157,Y,AB,16-NOV-16,NA
5TY3,1.3,ELECTRONTRANSPORT,N,0.148,0.166,Y,AB,18-NOV-16,NA
5TZM,1.2,STRUCTURALPROTEIN,N,0.165,0.185,Y,A,21-NOV-16,NA
5U3A,0.95,HYDROLASE,N,0.110,0.121,Y,A,01-DEC-16,NA
5U4H,1.1,LIPID-BINDINGPROTEIN,N,0.162,0.176,Y,AB,04-DEC-16,NA
5U5O,1.1,CELLADHESION,N,0.183,0.211,Y,A,07-DEC-16,NA
5U64,1.2,IMMUNESYSTEM,N,0.147,0.170,Y,B,07-DEC-16,NA
5U69,1.3,PROTEINBINDINGINHIBITOR,Y,0.134,0.152,Y,A,07-DEC-16,NA
5UD9,1.3,IMMUNESYSTEM,N,0.180,0.188,Y,H,23-DEC-16,NA
5UE1,1.1,HYDROLASE,N,0.131,0.158,Y,AB,29-DEC-16,NA
5UEJ,1.3,HYDROLASE,N,0.115,0.153,Y,AB,02-JAN-17,NA
5UFY,1.1,TRANSFERASE,N,0.151,0.168,Y,A,06-JAN-17,NA
5UGG,1.2,HYDROLASE/INHIBITOR,N,0.165,0.176,Y,A,08-JAN-17,NA
5ULB,1.3,SUGARBINDINGPROTEIN,N,0.112,0.153,Y,A,24-JAN-17,NA
5UM2,1.1,TRANSPORTPROTEIN,N,0.122,0.139,Y,A,26-JAN-17,NA
5UM3,1.2,LIGASE,N,0.139,0.158,Y,A,26-JAN-17,NA
5UMP,1.1,TIANCIMYCIN-BINDINGPROTEIN,N,0.185,0.203,Y,AB,29-JAN-17,NA
5UQ6,1.2,HYDROLASE,Y,0.142,0.156,Y,A,06-FEB-17,NA
5UQZ,1.1,SUGARBINDINGPROTEIN,N,0.126,0.146,Y,A,08-FEB-17,NA
5UUK,1.2,APOPTOSIS,Y,0.144,0.163,Y,A,17-FEB-17,NA
5UUO,1.3,TRANSFERASE,N,0.130,0.132,Y,BA,17-FEB-17,NA
5UWZ,1.3,LYASE,N,0.140,0.167,Y,A,21-FEB-17,NA
5V01,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.126,0.161,Y,AB,28-FEB-17,NA
5V0Z,1.3,TRANSFERASE,Y,0.138,0.164,Y,ABC,28-FEB-17,NA
5V1K,1.2,RNA,N,NULL,0.168,Y,AB,02-MAR-17,NA
5V1L,1.2,RNA,N,NULL,0.153,Y,ABCD,02-MAR-17,NA
5V2H,1.1,RNA,N,0.137,0.157,Y,ABCD,04-MAR-17,NA
5V2O,1.2,DENOVOPROTEIN,N,0.146,0.178,Y,ABCDEF,06-MAR-17,NA
5V3N,1.3,HYDROLASE,Y,0.193,0.217,Y,A,07-MAR-17,NA
5V5C,1.3,STRUCTURALPROTEIN,N,0.224,0.266,Y,A,14-MAR-17,NA
5V5R,1.2,OXYGENTRANSPORT,N,0.140,0.169,Y,BA,15-MAR-17,NA
5V6J,1.2,SUGARBINDINGPROTEIN,N,NULL,0.182,Y,ABCD,16-MAR-17,NA
5V8G,1.2,HYDROLASE,N,0.147,0.180,Y,A,22-MAR-17,NA
5V91,1.3,TRANSFERASE,N,0.127,0.149,Y,AB,22-MAR-17,NA
5V92,1.1,HYDROLASE,N,0.139,0.162,Y,AB,22-MAR-17,NA
5VG0,1.1,SUGARBINDINGPROTEIN,N,0.114,0.128,Y,AB,10-APR-17,NA
5VHG,1.3,PLANTPROTEIN,N,0.151,0.180,Y,A,13-APR-17,NA
5VI6,1.2,HYDROLASE/HYDROLASEINHIBITOR,Y,0.122,0.143,Y,A,14-APR-17,NA
5VLE,0.85,HYDROLASE,N,0.109,NULL,Y,AB,25-APR-17,NA
5VNY,1.1,ENDOCYTOSISPROTEINBINDING,N,0.170,0.178,Y,A,01-MAY-17,NA
5VSG,1.1,DENOVOPROTEIN,N,0.117,0.134,Y,A,11-MAY-17,NA
5VX1,1.2,APOPTOSIS,N,0.168,0.193,Y,AB,23-MAY-17,NA
5VX5,1.3,VIRALPROTEIN,Y,0.154,0.167,Y,A,23-MAY-17,NA
5VXQ,1,RNADNA,N,NULL,0.160,Y,NA,23-MAY-17,NA
5W0G,1.1,RNABINDINGPROTEIN/RNA,N,0.136,0.153,Y,A,30-MAY-17,NA
5W0H,1.1,RNABINDINGPROTEIN/RNA,N,0.154,0.168,Y,A,30-MAY-17,NA
5W46,1.2,SIGNALINGPROTEIN,N,0.179,0.190,Y,AB,09-JUN-17,NA
5W8Q,1.2,TRANSFERASE,N,0.099,0.122,Y,AB,22-JUN-17,NA
5W98,1.2,BIOSYNTHETICPROTEIN,N,0.164,0.186,Y,A,22-JUN-17,NA
5WA9,1.1,HYDROLASE,N,0.138,0.153,Y,AB,26-JUN-17,NA
5WAA,1.1,HYDROLASE,N,0.134,0.149,Y,AB,26-JUN-17,NA
5WCM,1.2,HYDROLASE/HYDROLASEINHIBITOR,Y,0.133,0.160,Y,AB,30-JUN-17,NA
5WDQ,1.3,ONCOPROTEINHYDROLASE,N,0.141,0.150,Y,A,05-JUL-17,NA
5WGI,1.1,HYDROLASE/HYDROLASEINHIBITOR,N,0.107,0.126,Y,A,14-JUL-17,NA
5WHN,1.1,PROTEINFIBRIL,Y,0.136,0.160,Y,A,17-JUL-17,NA
5WHP,1,PROTEINFIBRIL,N,0.087,0.093,Y,A,17-JUL-17,NA
5WIA,1,PROTEINFIBRIL,Y,0.157,0.181,Y,A,18-JUL-17,NA
