PDB,RES
6GNA,1.295
6GNC,1.639
6GNE,2.55
6GNF,2.2
6GNG,2.95
6GNH,1.89
6GNL,1.23
6GNM,2.24
6GNN,3.79
6GNO,1.65
6GNP,2.019
6GNQ,2.2
6GNR,1.4
6GNS,1.8
6GNT,1.6
6GNU,1.54
6GNV,2.2
6GNW,1.75
6GNY,1.85
6GO1,2.59
6GO2,1.9
6GO3,2.2
6GO4,1.96
6GO5,2.35
6GO6,2.09
6GO7,2.55
6GO8,1.648
6GO9,1.672
6GOA,2.55
6GOB,1.96
6GOC,1.9
6GOD,1.71
6GOE,1.6
6GOF,1.98
6GOG,2.05
6GOH,2.43
6GOI,1.99
6GOJ,2.25
6GOK,2.65
6GOL,1.7
6GOM,1.63
6GOO,1.8
6GOP,2.9
6GOT,1.56
6GOU,2.9
6GOX,3.5
6GOZ,2.406
6GP0,1.5
6GP1,1.504
6GP3,1.23
6GP4,1.7
6GP5,1.93
6GP6,2.146
6GP7,1.95
6GP8,1.75
6GPA,1.79
6GPC,1.75
6GPG,2.894
6GPH,1.56
6GPJ,1.94
6GPK,1.47
6GPL,1.76
6GPM,1.73
6GPO,1.48
6GPP,1.51
6GPR,2.35
6GPS,3.3
6GPT,2
6GPU,1.17
6GPV,2
6GPX,2.7
6GPY,2.25
6GPZ,1.6
6GQ2,1.54
6GQ3,1.85
6GQ4,1.65
6GQ6,2.25
6GQ7,2.84
6GQC,1.4
6GQD,1.523
6GQE,2.15
6GQF,2.9
6GQG,1.792
6GQH,2.4
6GQI,2
6GQJ,2.33
6GQK,2.31
6GQL,2.01
6GQM,2
6GQN,1.8
6GQO,1.87
6GQP,2.09
6GQR,2.05
6GQT,1.69
6GQU,1.72
6GQW,2.8
6GQX,2.2
6GQY,2.75
6GQZ,1.4
6GR0,2.5
6GR3,1.88
6GR4,1.5
6GR5,1.34
6GR7,1.4
6GR8,1.75
6GRA,2.6
6GRB,2.4
6GRD,2.66
6GRE,1.29
6GRF,1.95
6GRH,1.85
6GRJ,2.94
6GRK,2.33
6GRL,1.6
6GRM,2.3
6GRN,1.79
6GRP,1.6
6GRQ,3.3
6GRR,1.7
6GRT,4.504
6GRU,1.93
6GRW,1.5
6GRY,2
6GRZ,2.1
6GS0,1.34
6GS3,1.45
6GS4,2.645
6GS6,1.16
6GS7,3.3
6GS8,2.8
6GSB,1.45
6GSC,1.32
6GSD,2.7
6GSK,3.36
6GSO,2
6GSQ,1.5
6GSZ,1.38
6GT0,1.5
6GT2,1.6
6GT3,2
6GT5,2.45
6GT6,2.54
6GT8,3.15
6GT9,1.894
6GTA,2.2
6GTB,1.619
6GTH,1.69
6GTK,1.5
6GTL,1.5
6GTM,3.26
6GTN,1.5
6GTQ,2.49
6GTR,2.99
6GTS,3.357
6GTT,2.25
6GTU,2.25
6GTV,2.1
6GTW,2.5
6GTX,2.5
6GTY,1.9
6GTZ,1.719
6GU0,2.501
6GU1,1.7
6GU2,2
6GU3,2.65
6GU4,2.73
6GU5,1.9
6GU6,2.33
6GU7,2.75
6GU8,2.018
6GUA,1.95
6GUB,2.52
6GUC,2
6GUE,1.99
6GUF,2.65
6GUG,1.45
6GUH,1.5
6GUI,1.7
6GUJ,2.102
6GUK,1.3
6GUL,2.3
6GUN,2
6GUO,1.75
6GUP,1.85
6GUR,2.1
6GUS,1.92
6GUT,1.63
6GUU,2.95
6GUV,2.29
6GUW,1.8
6GUX,1.3
6GUY,2.2
6GV0,1.26
6GV1,3.4
6GV3,1.201
6GV5,1.55
6GV8,1.394
6GVA,2.15
6GVB,1.8
6GVC,2.6
6GVD,1.22
6GVF,2.5
6GVG,3
6GVJ,2.41
6GVK,1.55
6GVM,3.5
6GVN,2.69
6GVP,1.71
6GVR,1.85
6GVS,2.579
6GVW,3.75
6GVX,2.24
6GVZ,1.54
6GW0,1.4
6GW1,1.9
6GW2,2.05
6GW3,1.39
6GW4,2.295
6GW5,2.52
6GW6,2.205
6GW9,2.1
6GWA,2.1
6GWB,1.9
6GWC,2.6
6GWD,3.2
6GWE,2.3
6GWF,1.72
6GWG,1.77
6GWH,2.8
6GWI,2
6GWJ,1.95
6GWK,2.15
6GWN,2.03
6GWQ,2.32
6GWR,2.07
6GWS,2.9
6GWU,2.2
6GWV,2.8
6GWY,1.4
6GWZ,1.65
6GX1,1.6
6GX2,1.07
6GX3,2.1
6GX4,1.9
6GX7,3.19
6GX8,1.42
6GX9,2.7
6GXA,2.1
6GXB,1.35
6GXD,1.8
6GXE,1.3
6GXF,1.8
6GXG,1.6
6GXH,1.802
6GXJ,1.43
6GXK,1.7
6GXL,1.8
6GXQ,1.96
6GXR,1.7
6GXS,1.8
6GXT,1.95
6GXU,1.917
6GXV,2.07
6GXW,2.071
6GXX,1.85
6GXY,1.8
6GXZ,2.965
6GY0,2.55
6GY1,2.1
6GY2,3.11
6GY3,2.68
6GY4,1.986
6GY5,1.086
6GY7,3.4
6GY8,2.5
6GY9,1.83
6GYE,2.3
6GYG,1.98
6GYH,2
6GYI,1.6
6GYR,3.1
6GYT,2.5
6GYW,1.7
6GYX,2.6
6GYY,2.77
6GYZ,3
6GZ0,1.52
6GZ1,1.74
6GZ8,1
6GZA,1.89
6GZB,2.1
6GZC,2
6GZD,2.28
6GZE,2.49
6GZF,2.614
6GZH,3.17
6GZJ,1.977
6GZL,1.953
6GZM,1.59
6GZO,3
6GZT,2.1
6GZU,1.47
6GZW,1.41
6H00,1.66
6H01,2.776
6H02,2.8
6H06,2.63
6H07,1.482
6H08,1.9
6H09,2
6H0B,1.8
6H0C,1.592
6H0E,1.95
6H0G,4.25
6H0H,1.39
6H0K,2.2
6H0L,1.9
6H0M,1.25
6H0N,3.02
6H0O,2
6H0S,1.75
6H0T,1.9
6H0U,2.3
6H0V,2.2
6H0W,1.23
6H0X,1.64
6H0Y,1.212
6H0Z,1.34
6H10,1.104
6H11,1.516
6H12,2.2
6H13,2.8
6H14,1.86
6H15,2.6
6H16,2.9
6H17,1.275
6H1A,1.75
6H1B,2.8
6H1H,1.54
6H1I,1.69
6H1L,1.968
6H1N,2
6H1O,1.734
6H1P,3.009
6H1Q,1.58
6H1S,1.95
6H1T,2.08
6H1U,1.68
6H1V,2.7
6H1W,2.394
6H1Y,2.99
6H20,1.4
6H21,1.8
6H22,2.006
6H23,3.089
6H24,1.53
6H26,1.288
6H27,1.63
6H29,1.46
6H2A,2.54
6H2C,1.93
6H2D,2.62
6H2G,2.8
6H2H,1.62
6H2I,2.72
6H2K,1.9
6H2L,1.5
6H2M,1.929
6H2N,1.95
6H2Q,1.78
6H2R,1.574
6H2S,2.17
6H2T,1.67
6H2U,1.6
6H2V,2.49
6H2X,2.6
6H2Y,2.65
6H2Z,1.94
6H30,2.8
6H31,2.3
6H33,1.58
6H34,1.55
6H35,2.3
6H36,1.85
6H38,1.7
6H3A,5.505
6H3D,2.05
6H3F,2.21
6H3K,2.48
6H3M,1.821
6H3O,2.5
6H3P,2.7
6H3Q,1.31
6H3R,2.75
6H3S,2.023
6H3T,2.836
6H3V,2.9
6H3W,2.098
6H3X,2.092
6H3Z,3
6H40,1.053
6H41,2.75
6H42,2.45
6H44,2.55
6H45,2.4
6H46,2.22
6H47,1.7
6H48,2.2
6H49,1.8
6H4A,2.65
6H4D,2.9
6H4E,1.561
6H4L,1.6
6H4M,2.73
6H4O,2.25
6H4P,2.19
6H4Q,2.31
6H4R,2.14
6H4S,2.45
6H4T,2.38
6H4U,2.21
6H4V,2.15
6H4W,2.81
6H4X,2.34
6H4Y,2.38
6H4Z,2.3
6H50,2.19
6H51,2.21
6H52,2.14
6H53,2.9
6H54,2.022
6H56,3.2
6H57,2.3
6H59,1.8
6H5A,1.88
6H5C,1.14
6H5D,1.25
6H5K,1.54
6H5L,2.6
6H5M,1.6
6H5N,3.23
6H5O,2.82
6H5T,1.689
6H5U,2
6H5V,1.49
6H5W,1.37
6H5X,1.8
6H5Y,2.3
6H5Z,1.8
6H62,2.684
6H63,2.08
6H64,1.8
6H65,2.35
6H6A,2
6H6C,1.75
6H6D,2.4
6H6G,3.004
6H6H,2.4
6H6J,2.6
6H6K,2
6H6L,2.5
6H6M,2.38
6H6N,2.12
6H6O,1.7
6H6Q,2.63
6H6R,2.03
6H6S,1.45
6H6T,1.9
6H6U,2
6H6V,2.66
6H6W,1.9
6H6X,2.25
6H6Y,1.58
6H70,1.83
6H71,2.313
6H72,2.3
6H73,2.3
6H74,1.801
6H75,1.45
6H76,1.5
6H78,2.7
6H79,2.1
6H7A,2.03
6H7B,1.89
6H7C,1.681
6H7D,2.4
6H7E,2.3
6H7F,2.26
6H7G,2.6
6H7H,2.471
6H7J,2.8
6H7M,2.76
6H7N,2.5
6H7O,2.8
6H7P,1.79
6H7R,2.8
6H7S,3.202
6H7T,2.1
6H7U,2.8
6H7V,2.54
6H7X,2.892
6H7Y,1.81
6H7Z,2
6H80,2.3
6H81,1.5
6H83,1.5
6H84,2.04
6H85,2
6H86,1.901
6H87,1.5
6H89,1.7
6H8A,1.8
6H8B,1.9
6H8D,1.62
6H8E,2.35
6H8F,1.78
6H8G,1.35
6H8H,1.901
6H8I,1.4
6H8J,1.45
6H8M,1.7
6H8N,1.26
6H8O,1.15
6H8P,1.983
6H8Q,3.631
6H8R,1.66
6H8S,1.771
6H8T,2.1
6H96,1.55
6H97,2.598
6H99,1.6
6H9A,2.831
6H9B,2.75
6H9D,1.9
6H9F,2.1
6H9H,1.75
6H9I,2.29
6H9J,1.83
6H9L,2.19
6H9M,2.1
6H9N,2.6
6H9O,2.8
6H9P,2.1
6H9R,2.4
6H9S,1.9
6H9T,1.7
6H9U,1.57
6H9V,1.52
6H9X,2.1
6H9Y,1.31
6HA0,1.85
6HA3,1.08
6HA4,1.33
6HA5,1.87
6HA6,1.98
6HA7,2.49
6HA9,2
6HAA,1.7
6HAB,2.08
6HAD,1.04
6HAE,1.85
6HAF,1.3
6HAI,2.2
6HAJ,1.5
6HAK,3.95
6HAL,2.2
6HAM,2.55
6HAN,2.6
6HAP,2.7
6HAQ,1.37
6HAR,1.497
6HAS,1.38
6HAT,1.856
6HAV,1.06
6HAX,2.35
6HAY,2.24
6HAZ,1.31
6HB0,1.9
6HB1,2.33
6HB3,3
6HB4,3.05
6HB5,1.88
6HB7,1.9
6HB8,1.86
6HBA,1.65
6HBB,1.2
6HBD,2.44
6HBE,1.63
6HBM,2.76
6HBN,1.59
6HBV,1.65
6HBY,1.95
6HBZ,1.79
6HC0,1.87
6HC1,1.49
6HC6,1.77
6HC9,2.4
6HCA,1.882
6HCB,1.9
6HCC,1.617
6HCD,1.9
6HCE,2.5
6HCH,1.6
6HCI,2.12
6HCK,2.7
6HCL,2.5
6HCN,1.49
6HCP,1.83
6HCT,3.091
6HCU,1.62
6HCV,2.2
6HCW,1.46
6HCX,1.3
6HCZ,2.3
6HD0,3.728
6HD3,2.8
6HD4,2.03
6HD6,2.3
6HD8,2.4
6HD9,3.5
6HDB,2.9
6HDE,1.82
6HDN,1.9
6HDO,2.61
6HDQ,1.7
6HDS,1.74
6HDT,1.54
6HDU,1.793
6HDV,2.16
6HDY,2.2
6HDZ,2.06
6HE0,2.31
6HE1,2.22
6HE6,2
6HEB,1.75
6HEE,2.3
6HEF,3.538
6HEH,2.26
6HEI,1.64
6HEJ,2.79
6HEL,2.941
6HEM,1.72
6HEP,1.86
6HEQ,1.23
6HER,1.199
6HES,1.128
6HET,1.208
6HEU,1.719
6HEV,1.28
6HEW,1.268
6HEX,1.413
6HEY,1.367
6HEZ,2.3
6HF0,2.384
6HF1,1.94
6HF2,1.69
6HF3,2.2
6HF4,1.781
6HF5,1.8
6HF6,2
6HF7,1.96
6HFB,3.495
6HFC,1.29
6HFD,1.87
6HFE,1.48
6HFF,1.51
6HFG,2.5
6HFH,1.449
6HFI,1.46
6HFJ,1.2
6HFK,1.459
6HFL,1.35
6HFM,1.55
6HFN,1.45
6HFO,1.65
6HFQ,1.145
6HFR,1.299
6HFS,1.349
6HFT,2.8
6HFU,1.4
6HFV,2.05
6HFW,2.47
6HFX,2.16
6HFY,1.65
6HFZ,1.75
6HG0,1.3
6HG3,1.97
6HG6,1.75
6HG7,1
6HG8,1.76
6HGA,2.6
6HGB,1.5
6HGC,3.02
6HGD,1.9
6HGF,1.651
6HGG,1.787
6HGH,1.9
6HGI,1.517
6HGK,1.855
6HGL,1.92
6HGM,1.369
6HGO,2.1
6HGP,1.7
6HGQ,1.9
6HGR,1.52
6HGS,1.55
6HGT,2.33
6HGU,1.5
6HGW,2.407
6HGY,2.2
6HGZ,1.86
6HH2,1.449
6HH4,1.66
6HH5,1.95
6HH6,1.85
6HH9,2.4
6HHB,1.8
6HHC,2.7
6HHD,2.102
6HHE,1.516
6HHF,2.9
6HHG,2.3
6HHH,2.7
6HHI,2.7
6HHJ,2.3
6HHK,2.38
6HHM,1.23
6HHN,1.47
6HHO,3.49
6HHP,1.802
6HHR,2
6HHS,2.7
6HHU,2.7
6HHW,2.2
6HHY,2.27
6HHZ,2.15
6HI0,2.25
6HI1,2.07
6HI3,2.4
6HI4,1.69
6HI5,1.59
6HI6,1.64
6HI7,1.743
6HI8,1.9
6HI9,2.08
6HIA,1.897
6HIB,2.029
6HIC,1.768
6HID,1.768
6HIE,2.05
6HIF,2.8
6HIG,2.2
6HIH,1.6
6HIK,1.65
6HIL,2.3
6HIP,1.2
6HIT,2.5
6HIU,1.36
6HJ3,2.7
6HJ4,2.43
6HJ5,2.08
6HJ6,1.98
6HJA,2.7
6HJC,2.51
6HJD,1.54
6HJE,2
6HJF,1.7
6HJG,1.9
6HJH,3.3
6HJI,2.8
6HJJ,2.13
6HJK,2.4
6HJL,2.2
6HJM,2.39
6HJO,1.98
6HJS,1.612
6HJT,1.33
6HJU,1.58
6HJW,2.5
6HJX,2.5
6HK0,3.45
6HK1,2.55
6HK2,1.55
6HK3,2.35
6HK4,2.5
6HK5,2.042
6HK7,3.2
6HK8,2.111
6HK9,1.454
6HKB,1.7
6HKE,2.11
6HKF,1.801
6HKG,1.87
6HKI,3.3
6HKJ,2.09
6HKM,2.47
6HKN,2.33
6HKS,2.194
6HKT,9.7
6HKU,1.98
6HKV,1.75
6HKW,3.09
6HKX,2.8
6HKY,2.75
6HKZ,2.09
6HL0,1.66
6HL1,1.599
6HL2,1.95
6HL3,2.04
6HL4,2.06
6HL5,1.98
6HL6,1.97
6HL7,2.5
6HL8,2.4
6HL9,2.3
6HLB,2
6HLD,2.1
6HLE,1.994
6HLF,1.55
6HLI,2.38
6HLJ,2.1
6HLK,2.42
6HLL,3.27
6HLN,2.1
6HLO,2.4
6HLP,2.2
6HLT,2.815
6HLU,3.29
6HLV,2.5
6HLW,2.728
6HLX,1.65
6HLY,1.4
6HLZ,1.89
6HM0,2.4
6HM1,1.54
6HM2,1.74
6HM3,1.773
6HM4,1.77
6HM5,2.33
6HM6,2.1
6HM7,1.64
6HM8,2.277
6HM9,1.713
6HMB,1.04
6HMC,1.03
6HME,1.85
6HMF,2.6
6HMG,1.27
6HMJ,2.51
6HMK,2.06
6HML,2.25
6HMM,1.9
6HMN,2.87
6HMP,2.039
6HMQ,0.97
6HMT,1.1
6HMU,1.2
6HMV,2.244
6HMW,1.95
6HMX,2.53
6HMY,1.6
6HMZ,1.98
6HN1,1.55
6HN2,1.7
6HN6,2.71
6HN8,1.997
6HNB,1.96
6HNC,1.5
6HND,2.23
6HNI,1.35
6HNM,2
6HNN,2.7
6HNO,1.68
6HNR,1.58
6HNS,1.84
6HNU,1.8
6HNW,2
6HNX,1.7
6HNY,1.65
6HNZ,1.7
6HO0,1.9
6HO1,2
6HO3,2.4
6HO5,2.3
6HO6,1.9
6HO7,2.5
6HO8,1.98
6HO9,1.8
6HOC,2.5
6HOD,1.7
6HOE,1.9
6HOF,1.8
6HOG,1.26
6HOH,2.25
6HOI,1.14
6HOJ,1.51
6HOK,1.61
6HOL,1.4
6HOM,2.1
6HOO,2.38
6HOP,1.55
6HOQ,1.55
6HOR,1.8
6HOS,2.15
6HOT,1.5
6HOU,1.8
6HOV,1.85
6HOW,1.92
6HOX,1.95
6HOY,1.7
6HOZ,1.77
6HP0,1.88
6HP1,1.9
6HP3,2.7
6HP5,2.28
6HP7,2.2
6HP8,2.5
6HP9,1.96
6HPA,1.554
6HPC,2.26
6HPD,2.43
6HPE,1.45
6HPF,1.36
6HPG,2
6HPH,1.13
6HPN,2.6
6HPO,1.67
6HPP,3.2
6HPQ,1.43
6HPR,1.7
6HPS,3.1
6HPU,3.96
6HPV,2.3
6HPW,1.9
6HPX,2.3
6HPY,2
6HPZ,2.3
6HQ0,1.81
6HQ2,2.45
6HQ3,2.79
6HQ4,2.63
6HQ5,2.83
6HQ6,2.05
6HQ7,2.46
6HQ8,2.25
6HQ9,1.982
6HQC,1.28
6HQD,1.8
6HQF,1.76
6HQG,2.9
6HQH,1.8
6HQI,1.85
6HQJ,1.802
6HQK,1.57
6HQL,1.49
6HQM,1.85
6HQN,1.87
6HQO,1.7
6HQP,1.62
6HQQ,1.66
6HQR,1.79
6HQS,2.17
6HQT,1.85
6HQU,1.97
6HQW,2.9
6HQX,1.097
6HQY,2.501
6HQZ,1.8
6HR0,1.04
6HR2,1.76
6HR3,1.02
6HR4,1.19
6HR5,2.912
6HR6,2.53
6HR7,2.4
6HR8,2.9
6HR9,1.99
6HRC,3.3
6HRD,2.11
6HRG,2.12
6HRH,2.3
6HRI,1.03
6HRK,2.52
6HRL,2.6
6HRN,1.513
6HRO,2.3
6HRQ,1.845
6HRR,2
6HRS,2.95
6HRT,1.36
6HRW,2.45
6HRX,1.87
6HRY,1.84
6HS0,1.45
6HS1,1.69
6HS2,1.87
6HS4,2.05
6HS5,1.8
6HS6,3.08
6HS8,1.7
6HS9,1.05
6HSA,0.92
6HSB,1.95
6HSD,1.6
6HSE,2.3
6HSF,1.899
6HSG,1.846
6HSH,1.545
6HSJ,1.46
6HSK,2.096
6HSO,1.95
6HSP,1.73
6HSQ,1.46
6HSR,2
6HSU,1.6
6HSV,2.45
6HSW,2.147
6HSX,1.56
6HSY,2.53
6HT0,1.8
6HT1,2.1
6HT2,2.6
6HT8,2.497
6HT9,3.1
6HTA,1.85
6HTB,2.7
6HTD,3
6HTG,1.939
6HTH,1.95
6HTI,1.693
6HTJ,1.65
6HTK,2
6HTL,2.3
6HTM,1.7
6HTN,1.55
6HTO,1.45
6HTP,3
6HTR,2.6
6HTT,1.748
6HTU,2.888
6HTW,1.8
6HTY,2.22
6HTZ,1.841
6HU0,1.746
6HU1,1.996
6HU2,1.986
6HU3,1.655
6HU8,1.894
6HUB,2.9
6HUC,3
6HUE,2.85
6HUF,2.82
6HUH,2.78
6HUI,2.995
6HUN,1.802
6HUQ,3
6HUR,1.297
6HUS,1.409
6HUT,1.29
6HUU,2.8
6HUV,3.1
6HUW,2.8
6HUX,2.5
6HUY,2.25
6HUZ,1.85
6HV0,2.73
6HV1,2.547
6HV2,1.709
6HV4,3
6HV5,3
6HV6,2.001
6HV7,3.4
6HVA,2.9
6HVD,1.63
6HVF,2.1
6HVG,2.8
6HVH,2.36
6HVI,1.96
6HVJ,2.28
6HVL,2.8
6HVM,2
6HVN,2.234
6HVS,3.1
6HVT,2.9
6HVU,2.9
6HVW,3
6HVX,2.8
6HVY,2.7
6HW0,2.8
6HW1,2.5
6HW2,1.941
6HW3,2.6
6HW4,2.9
6HW5,2.9
6HW6,2.7
6HW7,2.7
6HW8,2.8
6HW9,2.8
6HWA,2.8
6HWB,2.6
6HWC,2.8
6HWD,2.8
6HWF,2.5
6HWJ,1.979
6HWL,2.148
6HWM,2.7
6HWN,1.95
6HWO,1.99
6HWR,1.95
6HWT,1.7
6HWU,2.3
6HWV,1.7
6HWZ,1.64
6HX0,1.59
6HX1,2.14
6HX2,1.597
6HX4,2.95
6HX5,1.44
6HX8,2.402
6HX9,2.05
6HXA,1.85
6HXB,4
6HXD,1.119
6HXF,2.09
6HXG,1.9
6HXH,3.3
6HXI,2.1
6HXJ,2.58
6HXK,1.85
6HXL,1.35
6HXM,1.3
6HXN,1.7
6HXO,1.5
6HXP,1.45
6HXQ,2.91
6HXS,2.05
6HXU,1.19
6HXW,2.78
6HY1,1.6
6HY2,1.6
6HY3,1.3
6HY4,1.83
6HY5,2.58
6HY6,1.87
6HY7,2.26
6HY8,1.22
6HY9,2.95
6HYA,3.39
6HYB,1.964
6HYC,3.18
6HYF,1.6
6HYG,2.31
6HYH,2.5
6HYI,1.399
6HYJ,1.929
6HYM,1.86
6HYN,1.14
6HYO,1.07
6HYQ,2.08
6HYR,3.5
6HYT,2.33
6HYU,3.22
6HYV,2.8
6HYW,2.8
6HYX,3
6HYY,1.566
6HYZ,3.05
6HZ0,2.75
6HZ3,3.15
6HZA,1.9
6HZF,1.95
6HZG,1.6
6HZH,1.83
6HZI,2.29
6HZJ,1.43
6HZK,2.4
6HZN,2.41
6HZO,2.44
6HZU,2.2
6HZV,2.46
6HZW,2.22
6HZX,2.91
6HZZ,2.52
6I01,2.1
6I03,1.02
6I05,1.213
6I06,2
6I07,2.35
6I08,3
6I09,1.48
6I0B,2.384
6I0C,2.675
6I0I,1.448
6I0J,1.35
6I0K,1.64
6I0M,2.567
6I0N,1.4
6I0P,1.9
6I0Q,2.3
6I0T,2
6I0U,2.001
6I0W,1.04
6I0X,1.6
6I0Z,1.77
6I10,2.1
6I11,1.67
6I12,1.65
6I13,1.79
6I14,1.73
6I15,1.91
6I16,2
6I17,1.56
6I18,1.49
6I19,1.378
6I1A,1.27
6I1C,2.01
6I1D,2.28
6I1F,1.89
6I1G,2.13
6I1H,1.78
6I1I,1.75
6I1K,2.65
6I1L,2.98
6I1N,1.85
6I1O,1.93
6I1Q,1.99
6I1R,2.8
6I1T,1.8
6I1U,1.08
6I1Z,3.4
6I20,1.37
6I21,1.5
6I22,1.66
6I23,2
6I28,1.65
6I29,2.1
6I2A,1.75
6I2B,1.97
6I2C,1.82
6I2D,1.91
6I2F,1.198
6I2G,1.5
6I2H,1.68
6I2J,2.96
6I2M,2.3
6I2P,2.37
6I2Q,2.15
6I2S,2.4
6I2U,2.5
6I2V,1.75
6I2Y,2.56
6I2Z,3.2
6I30,2.21
6I31,1.79
6I33,2.3
6I34,2.1
6I35,2
6I36,1.59
6I37,1.54
6I38,1.58
6I3A,1.45
6I3B,1
6I3E,1.07
6I3G,2
6I3H,1.9
6I3J,2.59
6I3K,1.6
6I3L,2.1
6I3O,3.25
6I3Q,1.45
6I3S,1.77
6I3T,2
6I3V,1.98
6I3Y,2.98
6I40,1.9
6I41,1.9
6I42,1.38
6I44,1.36
6I45,1.8
6I46,1.75
6I47,1.9
6I48,2.196
6I49,1.94
6I4A,2.251
6I4D,1.24
6I4E,1.22
6I4G,2
6I4I,1.9
6I4L,1.83
6I4M,1.873
6I4P,1.6
6I4R,1.439
6I4T,1.823
6I4U,1.84
6I4V,1.78
6I4X,2.69
6I4Y,2.91
6I4Z,2.342
6I50,1.69
6I51,1.4
6I58,2.6
6I5B,2.2
6I5C,2.95
6I5E,2.6
6I5H,1.49
6I5I,1.6
6I5J,2.8
6I5K,2.3
6I5L,2.55
6I5M,2.4
6I5O,1.33
6I5P,1.81
6I5R,1.6
6I5S,1.73
6I5W,1.9
6I5X,2.2
6I60,2.743
6I61,1.65
6I62,1.65
6I63,2.229
6I64,1.91
6I65,1.5
6I66,1.6
6I67,1.75
6I68,1.85
6I69,1.2
6I6B,2.59
6I6C,1.72
6I6F,1.94
6I6G,1.85
6I6H,2
6I6I,1.5
6I6J,2.23
6I6M,1.2
6I6P,1.62
6I6R,2.02
6I6S,1.46
6I6T,1.79
6I6V,1.43
6I6W,1.49
6I6X,2.39
6I6Z,1.72
6I73,1.35
6I74,0.959
6I75,1.171
6I76,1.2
6I77,1.219
6I78,1.15
6I79,1.63
6I7A,2.2
6I7D,2.82
6I7E,3.492
6I7F,1.85
6I7G,2.7
6I7H,2.25
6I7I,2.33
6I7J,2.65
6I7K,2.54
6I7N,3.3
6I7Q,1.798
6I7S,2.5
6I7U,1.55
6I7X,1.2
6I7Y,1
6I7Z,1.78
6I80,1.14
6I81,1.74
6I82,2.05
6I86,2
6I89,2
6I8A,2.652
6I8B,1.76
6I8C,1.92
6I8E,1.78
6I8F,2.11
6I8H,3.682
6I8I,1.83
6I8J,1.9
6I8K,1.98
6I8O,1.7
6I8P,1.73
6I8R,2
6I8S,2.9
6I8T,2.1
6I8V,1.991
6I8W,2
6I8X,2.3
6I8Y,1.52
6I8Z,1.99
6I91,1.78
6I92,1.849
6I96,1.85
6I97,3.35
6I98,2.8
6I9A,1.2
6I9C,1.77
6I9G,2.5
6I9J,2
6I9K,2.145
6I9M,1.65
6I9O,1.55
6I9P,1.25
6I9Q,2.1
6I9S,2.48
6I9T,1.2
6I9U,2.4
6I9V,2.8
6I9W,1.55
6I9X,1.6
6I9Y,2.14
6I9Z,1.6
6IA1,2.36
6IA3,1.69
6IA5,1.88
6IA6,2.7
6IA7,2.3
6IA8,1.9
6IA9,1.8
6IAA,3.6
6IAB,2
6IAE,2.49
6IAF,1.35
6IAG,2
6IAH,1.75
6IAI,2.54
6IAJ,1.62
6IAK,3.95
6IAL,1.45
6IAM,1.51
6IAO,2.16
6IAQ,1.91
6IAR,1.84
6IAS,1.75
6IAU,1.97
6IAV,2
6IAY,1.9
6IAZ,1.901
6IB0,2.6
6IB2,2.1
6IB5,2.12
6IB7,2.245
6IB8,1.646
6IBE,1.45
6IBF,2.31
6IBG,1.95
6IBH,1.82
6IBI,2.08
6IBJ,2.1
6IBK,1.99
6IBM,2.07
6IBN,2.18
6IBO,2.17
6IBR,2.02
6IBS,1.37
6IBT,2.04
6IBU,2.25
6IBV,1.4
6IBW,2.8
6IBX,2.11
6IBY,2.51
6IBZ,2.44
6IC0,2.6
6IC1,1.1
6IC2,1.15
6IC5,2
6IC6,1.898
6IC7,2
6ICA,2.195
6ICC,2
6ICE,1.8
6ICG,1.15
6ICH,2
6ICI,2.3
6ICJ,2.483
6ICK,1.952
6ICL,2.1
6ICN,1.65
6ICQ,1.9
6ICR,2.04
6ICS,1.4
6ICT,1.952
6ICW,2.6
6ICX,2.399
6ICY,2.403
6ID2,2.705
6ID3,2.6
6ID4,2.4
6ID5,2.6
6ID6,1.63
6ID8,2.902
6ID9,2.7
6IDA,3.104
6IDB,2.502
6IDC,2.007
6IDD,2.383
6IDE,2.51
6IDH,2.5
6IDJ,1.9
6IDM,3.2
6IDN,1.5
6IDO,3.748
6IDP,2.205
6IDS,2.79
6IDV,2.4
6IDW,2.78
6IDX,1.699
6IDY,2.15
6IDZ,2.707
6IE0,2.976
6IE3,1.97
6IE4,2.696
6IE5,2.298
6IE6,1.7
6IE7,2.7
6IE9,1.78
6IEE,3.1
6IEF,2.1
6IEG,3.546
6IEH,2.892
6IEI,2.4
6IEJ,2.206
6IEK,2.7
6IEN,2.7
6IEO,1.83
6IEP,2.6
6IEQ,3.9
6IER,2.246
6IES,1.8
6IEU,1.787
6IEV,2.25
6IEW,1.5
6IEX,2.314
6IEZ,1.9
6IF0,1.8
6IF1,2.466
6IF2,2.4
6IF3,1.5
6IF4,1.934
6IF5,2
6IF6,1.9
6IF7,2.2
6IFB,1.37
6IFC,1.99
6IFD,2.3
6IFE,1.804
6IFF,1.83
6IFG,1.9
6IFH,1.8
6IFI,2.8
6IFJ,2.4
6IFM,2.804
6IFN,2.9
6IFO,3.313
6IFP,1
6IFQ,1.95
6IFS,2.27
6IFT,1.9
6IFV,3.11
6IFW,2.95
6IG4,2.261
6IG5,2.078
6IG6,1.7
6IG7,1.8
6IG8,1.8
6IGB,1.651
6IGC,3.5
6IGE,2.9
6IGF,2.751
6IGG,1
6IGJ,1.501
6IGK,2
6IGL,2.7
